pair_id,n_temps,apelblat_r2,A,B,C,model_rmse,curve_rmse,slope_correlation,holdout_rmse,holdout_apelblat_rmse
Brc1cc(Br)cc(Br)c1||CC(=O)N(C)C,9,0.9998395551176976,3.1496674709804657,-3139.4998119507404,1.0615179270310642,0.43140694077574154,0.44025644982357354,-0.1327386508116129,0.43140694077574154,0.0026045068882581835
O=[N+]([O-])c1c[nH]cn1||c1ccccc1,16,0.9993642217495627,4.0055669885004335,-2421.537577172132,-0.23512974344712678,0.4024385518558327,0.4063260803537919,-0.2622348844391142,0.4024385518558327,0.003962580088803111
O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-]||CC(C)CCO,9,0.9953174213424582,-228.44438369615136,8098.844747856114,35.578702966478545,0.19590727409439565,0.18361108613006052,-0.14270523450392658,0.19590727409439565,0.011179445295150353
O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-]||COc1ccccc1,9,0.9994891522988386,-617.9229401304342,23321.157780551126,94.57359969929782,0.2469532119812424,0.22856886135023308,-0.42384282153203595,0.2469532119812424,0.008424377413636107
O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-]||c1ccccc1,9,0.999478919982772,-256.47925731948686,8380.840534275025,39.39074239305992,0.2056104607937938,0.19561880641455898,-0.002313121016393882,0.2056104607937938,0.005233216009968003
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1||ClCC1CO1,9,0.9982866383121286,72.07707651763987,-5451.860970155001,-10.196528530475728,0.17086951972321254,0.16424908028044224,0.4302878741564387,0.17086951972321254,0.004340027311187091
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1||c1ccccc1,9,0.9972636146289312,-152.2581332495756,4599.146742280164,22.732526023304793,0.22087578804825847,0.20697579540486993,-0.5056703422532903,0.22087578804825847,0.00785385040371908
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1||COc1ccccc1,9,0.9991334226367823,47.76502036869751,-5522.541164175638,-5.819375753960003,0.29100936345518,0.2829492975731778,0.4281701784907566,0.29100936345518,0.005362209490335817
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1||Clc1ccccc1,9,0.9991634978845357,-142.81174594834533,3896.7639339976386,21.92239543703494,0.19403459671910112,0.20123714567139614,-0.4734958382872688,0.19403459671910112,0.00497335402235672
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nnc(-c3nnc(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])o3)o2)c([N+](=O)[O-])c1||C[N+](=O)[O-],9,0.9993019707750902,-86.02340317307221,3002.0031750897188,12.576626598532524,0.3285441367107441,0.31715271928714034,-0.11038056184756483,0.3285441367107441,0.001406873954778407
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nnc(-c3nnc(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])o3)o2)c([N+](=O)[O-])c1||c1ccccc1,9,0.9998473845173531,-207.38472693276222,7133.669075184043,31.090272425107656,0.3700655855864488,0.3570332238837902,0.18097206783892386,0.3700655855864488,0.0018292526430196058
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl||CN1CCCC1=O,10,0.9996407092524798,-203.78443974079616,7957.802115029052,31.375081093736444,0.2321112004835314,0.22231836252704854,-0.039939885204755436,0.2321112004835314,0.0019083116985907486
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl||CS(C)=O,7,0.9999922540309828,-196.11082064412713,6952.1558873359645,30.609269348304995,0.33113812220875527,0.3199749070110415,-0.10501245334294099,0.33113812220875527,0.0003146225642624224
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl||ClCCCl,10,0.9999709214513938,-147.06830569313757,3469.043300006124,23.88220790328866,0.26748283561083636,0.25677198643786053,0.03456721330935999,0.26748283561083636,0.0013792947038084584
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1Cl||CN1CCCC1=O,8,0.9999759955023662,-85.61071693010625,2822.42914230907,13.574690733208202,0.2695900435821368,0.25967565378197427,-0.20896483039079536,0.2695900435821368,0.0003568901509563046
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1Cl||CS(C)=O,8,0.9999559347494137,-89.31818924467532,2716.3255358900738,14.226566549019216,0.23534813695599846,0.225464661825908,-0.19493404501148617,0.23534813695599846,0.0005871010323636234
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1Cl||ClC(Cl)Cl,8,0.9999710785677984,-149.2015157054865,3427.227703076515,23.82778185412259,0.19816704406055638,0.20833483515216464,-0.1361611000948549,0.19816704406055638,0.0011015568272329348
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1Cl||ClCCCl,8,0.9999747593338213,-230.3896206946502,7441.534351381044,35.874336127473065,0.15620555208608283,0.16563558487048263,-0.15306537889440064,0.15620555208608283,0.0009715258575192043
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl||CN1CCCC1=O,8,0.9998733734649036,-232.0693085731386,9407.283282876906,35.5052735121189,0.1588735306622849,0.14595536282635166,-0.230342846561971,0.1588735306622849,0.0010043719796518852
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl||CS(C)=O,8,0.999936777868353,-206.0681379645015,7210.0412753083865,32.13573237680018,0.06870303470879623,0.058680642438352505,-0.19676060727857705,0.06870303470879623,0.001160816065054829
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl||ClC(Cl)(Cl)Cl,8,0.9999752749470073,-149.0762030303658,2062.6628802922596,24.631148226820173,0.41314474172208204,0.4239661452031839,-0.23020995559163052,0.41314474172208204,0.0014192005287370438
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl||ClCCCl,8,0.9999468224637659,-178.81937506725856,5945.837954273062,28.008509951345122,0.1502622673230298,0.1377674294203151,-0.17492528620715173,0.1502622673230298,0.0010513467942886304
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1||CS(C)=O,7,0.997475225733988,-71.22388879703229,-406.12458812698287,12.145357993537718,0.4772187546361365,0.4580070953996356,-0.6386650318430405,0.4772187546361365,0.018189081931744303
