Source,Solute,Solvent,Num_Temps,RMSE_Known,R2_Known,R2_Synthetic,RMSE_Synthetic,R2_Holdout_Interp,R2_Holdout_Extrap,Shape_Correlation,Curve_Max_Deviation,Curve_Within_Tolerance,Mean_Signed_Error,Pct_Over_Prediction,Bias_Category,Curve_Position,Category
train,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,CCCOCCO,9,0.4739446815791461,-126.16486248375078,-29.85833011400438,0.4858440850057296,-784.5755324767899,-55.769758805680794,0.9975792462542787,0.6075530802121278,True,-0.46504841401073205,0.0,Under,Below,Poor
train,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,CCO,9,0.11208575128512901,-0.03270257475995475,0.8802632550998343,0.08133111756828086,-6.526816271220425,0.5433415722683252,0.999885948121439,0.15276816764129464,True,-0.10692621706604225,0.0,Under,Below,Poor
train,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,CO,9,0.11681911337899051,-0.44134394641703323,0.6487356811824155,0.12055827953981742,-6.279302286882677,0.40890681132174034,0.9996901655202372,0.17331473498003191,True,0.10812294646526152,100.0,Over,Above,Poor
train,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,COCCO,9,0.21608933014855117,-8.27805389728464,-1.3651800522909125,0.22819626265698362,-66.46337601739383,-3.162886207146143,0.9987295583143354,0.306021549774222,True,-0.20697471668178594,0.0,Under,Below,Poor
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CC#N,8,0.2320247408522473,0.5413773214946823,0.6540752450456278,0.4430889576215775,-2.22576772129821,0.7166423012660585,0.9999275573013445,0.39415611405785,True,-0.17828902402899877,12.5,Under,Intersects,Moderate
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCC(C)O,8,0.34618637331495716,-11.240245449056907,-1.0906079196972445,0.30274204825608836,-54.436738021233445,-3.149041212686967,0.9980673728986208,0.4120466285066673,True,0.34085902297219967,100.0,Over,Above,Poor
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCCCCCCCCCCC,8,1.9161165687987038,-160.46954970328343,-31.1141576415663,1.8502394471463008,-1214.5263565550088,-64.428496267593,0.9978818646617501,1.9627957969300809,False,1.915378086209477,100.0,Over,Above,Poor
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCCCCCCCCCCCCCCC,8,1.4369713505365938,-131.09928067989108,-24.46020978040295,1.3685862491507967,-835.1992918154456,-50.383360469956,0.9974117118769634,1.5250903951168695,False,1.434900744911479,100.0,Over,Above,Poor
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCCCCCCCCO,8,0.10669571232333638,0.1896217361090149,0.9409083169361736,0.06222085818158357,-4.947902448116472,0.7683699240991109,0.9981136302910825,0.1368026936899831,True,0.0989738201485586,100.0,Over,Above,Moderate
train,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCCCCCCCO,8,0.23402225068460952,-4.218453967856494,0.1984980545500069,0.19001444129197348,-39.44436079452056,-0.405505592715927,0.997527741465349,0.2923335004836005,True,0.22522185373135997,100.0,Over,Above,Poor
