Feature,Target_Correlation,Abs_Correlation
fr_sulfonamd,-0.002542613163687377,0.002542613163687377
AUTOCORR2D_141,-0.0023205259420699224,0.0023205259420699224
AUTOCORR2D_73,-0.0018555676424992854,0.0018555676424992854
AUTOCORR2D_170,-0.001224541079645515,0.001224541079645515
fr_lactone,0.0010374677498643677,0.0010374677498643677
num_Na,,
num_K,,
num_Li,,
fr_dihydropyridine,,
fr_prisulfonamd,,
