Feature,Category,Correlation,Abs_Corr
Morgan_606,TOPOLOGICAL,0.13052136553024538,0.13052136553024538
Morgan_378,TOPOLOGICAL,-0.13041736971882753,0.13041736971882753
Morgan_11,TOPOLOGICAL,0.13020892013301513,0.13020892013301513
Morgan_838,TOPOLOGICAL,-0.1301898608624653,0.1301898608624653
MACCS_117,TOPOLOGICAL,0.13011470231898759,0.13011470231898759
MACCS_54,TOPOLOGICAL,0.12892528633360906,0.12892528633360906
Morgan_314,TOPOLOGICAL,0.12879016544178987,0.12879016544178987
fr_phenol,COMPOSITIONAL,-0.12860005096720842,0.12860005096720842
Morgan_1017,TOPOLOGICAL,0.12777322881680858,0.12777322881680858
fr_piperdine,COMPOSITIONAL,0.1272858454887818,0.1272858454887818
Morgan_102,TOPOLOGICAL,0.1266400060766004,0.1266400060766004
AUTOCORR2D_48,TOPOLOGICAL,0.12431850119773928,0.12431850119773928
AUTOCORR2D_125,TOPOLOGICAL,-0.12385062779807697,0.12385062779807697
Morgan_171,TOPOLOGICAL,-0.12382163866029247,0.12382163866029247
AUTOCORR2D_109,TOPOLOGICAL,-0.12320855318040876,0.12320855318040876
fr_nitro_arom,COMPOSITIONAL,-0.12228683700079454,0.12228683700079454
MACCS_22,TOPOLOGICAL,0.1210902621005449,0.1210902621005449
Morgan_84,TOPOLOGICAL,0.12093048167911401,0.12093048167911401
AUTOCORR2D_97,TOPOLOGICAL,0.12049784021114458,0.12049784021114458
Morgan_649,TOPOLOGICAL,0.12012521016270189,0.12012521016270189
AUTOCORR2D_121,TOPOLOGICAL,0.11997266281360071,0.11997266281360071
AUTOCORR2D_40,TOPOLOGICAL,0.1197639458438449,0.1197639458438449
Morgan_16,TOPOLOGICAL,0.11954529578079688,0.11954529578079688
Morgan_950,TOPOLOGICAL,0.11936797991176176,0.11936797991176176
Morgan_498,TOPOLOGICAL,0.11891390295438978,0.11891390295438978
MACCS_143,TOPOLOGICAL,0.11842315238560519,0.11842315238560519
MACCS_127,TOPOLOGICAL,0.11842315238560519,0.11842315238560519
Morgan_285,TOPOLOGICAL,0.11804376432436668,0.11804376432436668
AUTOCORR2D_105,TOPOLOGICAL,0.11782375513884782,0.11782375513884782
fr_phenol_noOrthoHbond,COMPOSITIONAL,-0.11734982107613569,0.11734982107613569
qed,PHYSICOCHEMICAL,-0.11732987964953408,0.11732987964953408
Morgan_698,TOPOLOGICAL,-0.11694576612469354,0.11694576612469354
Morgan_396,TOPOLOGICAL,0.11668229031926564,0.11668229031926564
Morgan_69,TOPOLOGICAL,0.11653458372218131,0.11653458372218131
Morgan_585,TOPOLOGICAL,0.11635772228035825,0.11635772228035825
FpDensityMorgan2,TOPOLOGICAL,-0.11611816853053021,0.11611816853053021
fr_lactone,COMPOSITIONAL,0.11593403642755958,0.11593403642755958
fr_NH0,COMPOSITIONAL,-0.11543154565914983,0.11543154565914983
MACCS_88,TOPOLOGICAL,-0.11473340800150163,0.11473340800150163
num_S,COMPOSITIONAL,-0.11466868251018751,0.11466868251018751
AUTOCORR2D_133,TOPOLOGICAL,-0.11451114373297315,0.11451114373297315
MACCS_86,TOPOLOGICAL,0.11397712934478593,0.11397712934478593
AUTOCORR2D_129,TOPOLOGICAL,0.11352504816485785,0.11352504816485785
fr_barbitur,COMPOSITIONAL,0.11326614494279738,0.11326614494279738
Morgan_175,TOPOLOGICAL,-0.1132333715709317,0.1132333715709317
num_F,COMPOSITIONAL,0.11321735850272847,0.11321735850272847
Morgan_197,TOPOLOGICAL,0.11314131525444812,0.11314131525444812
AUTOCORR2D_128,TOPOLOGICAL,-0.11303284855620278,0.11303284855620278
Morgan_713,TOPOLOGICAL,0.11288334500841596,0.11288334500841596
Morgan_7,TOPOLOGICAL,0.11261674050680448,0.11261674050680448
MACCS_23,TOPOLOGICAL,0.11227116992224465,0.11227116992224465
AUTOCORR2D_101,TOPOLOGICAL,-0.1120827282133838,0.1120827282133838
Morgan_235,TOPOLOGICAL,-0.11169083836314182,0.11169083836314182
Morgan_356,TOPOLOGICAL,-0.11166214720601784,0.11166214720601784
Morgan_927,TOPOLOGICAL,0.11146540404590446,0.11146540404590446
Morgan_760,TOPOLOGICAL,0.11125699717792463,0.11125699717792463
Morgan_753,TOPOLOGICAL,-0.11110048573310159,0.11110048573310159
NumHDonors,COMPOSITIONAL,0.1109305159750302,0.1109305159750302
MACCS_42,TOPOLOGICAL,0.11080779466176065,0.11080779466176065
Morgan_377,TOPOLOGICAL,0.10969373407824269,0.10969373407824269
Morgan_568,TOPOLOGICAL,0.10962254992342552,0.10962254992342552
Morgan_904,TOPOLOGICAL,0.1093648765826082,0.1093648765826082
MACCS_29,TOPOLOGICAL,-0.10918514249005863,0.10918514249005863
num_P,COMPOSITIONAL,-0.10888209513615689,0.10888209513615689
MACCS_67,TOPOLOGICAL,-0.10869087599231175,0.10869087599231175
AUTOCORR2D_161,TOPOLOGICAL,0.10837424968702332,0.10837424968702332
fr_Al_COO,COMPOSITIONAL,0.10806479667432274,0.10806479667432274
AUTOCORR2D_130,TOPOLOGICAL,0.10757268316745862,0.10757268316745862
Morgan_528,TOPOLOGICAL,0.10676258173599666,0.10676258173599666
fr_priamide,COMPOSITIONAL,0.10650148567448328,0.10650148567448328
Morgan_823,TOPOLOGICAL,0.10626198963598128,0.10626198963598128
fr_methoxy,COMPOSITIONAL,0.1058820889850403,0.1058820889850403
Morgan_192,TOPOLOGICAL,-0.10584720051677429,0.10584720051677429
Morgan_408,TOPOLOGICAL,0.10579969218489237,0.10579969218489237
Morgan_740,TOPOLOGICAL,0.10567805390774972,0.10567805390774972
Morgan_367,TOPOLOGICAL,-0.10507004831622188,0.10507004831622188
Morgan_899,TOPOLOGICAL,0.10505679734196147,0.10505679734196147
MACCS_38,TOPOLOGICAL,-0.1045825702944169,0.1045825702944169
Morgan_852,TOPOLOGICAL,0.1043964218094771,0.1043964218094771
EState_VSA8,PHYSICOCHEMICAL,0.10403829431628042,0.10403829431628042
Morgan_492,TOPOLOGICAL,0.10399254658338665,0.10399254658338665
MACCS_81,TOPOLOGICAL,-0.1037330786968879,0.1037330786968879
MACCS_59,TOPOLOGICAL,-0.10357339627237536,0.10357339627237536
Morgan_792,TOPOLOGICAL,0.10196208933178733,0.10196208933178733
Morgan_4,TOPOLOGICAL,0.10195129503439972,0.10195129503439972
Morgan_767,TOPOLOGICAL,0.10141245315568223,0.10141245315568223
fr_Ndealkylation2,COMPOSITIONAL,0.10083623854079843,0.10083623854079843
Morgan_88,TOPOLOGICAL,0.10065392676663998,0.10065392676663998
MACCS_148,TOPOLOGICAL,-0.10058047359934058,0.10058047359934058
Morgan_808,TOPOLOGICAL,0.10055076706705558,0.10055076706705558
NHOHCount,COMPOSITIONAL,0.10052839423233102,0.10052839423233102
MACCS_44,TOPOLOGICAL,-0.1004550370038854,0.1004550370038854
Morgan_487,TOPOLOGICAL,0.09970442900818285,0.09970442900818285
Morgan_799,TOPOLOGICAL,-0.09957097029249293,0.09957097029249293
Morgan_946,TOPOLOGICAL,0.09928700696297459,0.09928700696297459
Morgan_59,TOPOLOGICAL,0.09925733453882928,0.09925733453882928
Morgan_97,TOPOLOGICAL,-0.0985369203425382,0.0985369203425382
Morgan_299,TOPOLOGICAL,0.09847407415773902,0.09847407415773902
MACCS_95,TOPOLOGICAL,0.09843677878084706,0.09843677878084706
Morgan_642,TOPOLOGICAL,0.0984073577914447,0.0984073577914447
Morgan_2,TOPOLOGICAL,0.09802273718338454,0.09802273718338454
Morgan_721,TOPOLOGICAL,-0.0974594892489969,0.0974594892489969
AUTOCORR2D_104,TOPOLOGICAL,-0.097134404969221,0.097134404969221
AUTOCORR2D_120,TOPOLOGICAL,-0.09699275476049254,0.09699275476049254
Morgan_956,TOPOLOGICAL,0.09683184531949308,0.09683184531949308
Morgan_731,TOPOLOGICAL,0.09670588615719777,0.09670588615719777
Morgan_841,TOPOLOGICAL,0.09651829916882833,0.09651829916882833
mose_cyc3,TOPOLOGICAL,0.09645757488826869,0.09645757488826869
Morgan_562,TOPOLOGICAL,0.09641952824408356,0.09641952824408356
Morgan_854,TOPOLOGICAL,0.09625033252433993,0.09625033252433993
Morgan_846,TOPOLOGICAL,0.09620123383836424,0.09620123383836424
Morgan_691,TOPOLOGICAL,0.09577371401970244,0.09577371401970244
Morgan_625,TOPOLOGICAL,0.09561177924001862,0.09561177924001862
Morgan_118,TOPOLOGICAL,0.09559929435935356,0.09559929435935356
Morgan_583,TOPOLOGICAL,-0.09487064318721689,0.09487064318721689
fr_para_hydroxylation,COMPOSITIONAL,-0.09464516534022077,0.09464516534022077
Morgan_259,TOPOLOGICAL,0.09408177131479083,0.09408177131479083
Morgan_746,TOPOLOGICAL,0.09407890049083287,0.09407890049083287
Morgan_289,TOPOLOGICAL,-0.09329995420156915,0.09329995420156915
MACCS_40,TOPOLOGICAL,-0.09320768327499379,0.09320768327499379
AUTOCORR2D_156,TOPOLOGICAL,0.09301828442284064,0.09301828442284064
fr_halogen,COMPOSITIONAL,0.09301631796492502,0.09301631796492502
MACCS_39,TOPOLOGICAL,-0.09294400986648815,0.09294400986648815
Morgan_270,TOPOLOGICAL,0.0928070255890044,0.0928070255890044
EState_VSA7,PHYSICOCHEMICAL,-0.09255079700063273,0.09255079700063273
Morgan_534,TOPOLOGICAL,0.09199381798418117,0.09199381798418117
Morgan_716,TOPOLOGICAL,-0.09189865154647439,0.09189865154647439
fr_alkyl_carbamate,COMPOSITIONAL,0.0917897148712854,0.0917897148712854
Morgan_549,TOPOLOGICAL,-0.09174191929445545,0.09174191929445545
fr_ArN,COMPOSITIONAL,-0.09170434443215256,0.09170434443215256
AUTOCORR2D_117,TOPOLOGICAL,-0.09144416220358524,0.09144416220358524
Morgan_440,TOPOLOGICAL,0.09129120381771291,0.09129120381771291
Morgan_194,TOPOLOGICAL,0.09114227285031018,0.09114227285031018
MACCS_133,TOPOLOGICAL,-0.09088443216946031,0.09088443216946031
Morgan_463,TOPOLOGICAL,0.09084188913834879,0.09084188913834879
Morgan_387,TOPOLOGICAL,0.09069408538690917,0.09069408538690917
Morgan_679,TOPOLOGICAL,0.09047140677798719,0.09047140677798719
MACCS_85,TOPOLOGICAL,0.09032172461306143,0.09032172461306143
Morgan_953,TOPOLOGICAL,0.09013684753794564,0.09013684753794564
Morgan_729,TOPOLOGICAL,0.08983587223333497,0.08983587223333497
AUTOCORR2D_141,TOPOLOGICAL,-0.08962115656482761,0.08962115656482761
Morgan_370,TOPOLOGICAL,0.0896048251609209,0.0896048251609209
EState_VSA11,PHYSICOCHEMICAL,0.08944305706558782,0.08944305706558782
Morgan_573,TOPOLOGICAL,0.08891454455255415,0.08891454455255415
Morgan_327,TOPOLOGICAL,0.08867331261254388,0.08867331261254388
Morgan_5,TOPOLOGICAL,0.08851860772298044,0.08851860772298044
Morgan_458,TOPOLOGICAL,0.08845010400233098,0.08845010400233098
MACCS_74,TOPOLOGICAL,0.0883501762928038,0.0883501762928038
Morgan_795,TOPOLOGICAL,0.08822079401909062,0.08822079401909062
MACCS_113,TOPOLOGICAL,-0.0879963048645499,0.0879963048645499
mose_fused,TOPOLOGICAL,0.08798367166582607,0.08798367166582607
AUTOCORR2D_172,TOPOLOGICAL,0.08763951908278278,0.08763951908278278
Morgan_333,TOPOLOGICAL,-0.08722932884384871,0.08722932884384871
Morgan_611,TOPOLOGICAL,0.08687479075508259,0.08687479075508259
MACCS_64,TOPOLOGICAL,-0.08677463551251906,0.08677463551251906
MACCS_151,TOPOLOGICAL,0.08676409244482258,0.08676409244482258
Morgan_245,TOPOLOGICAL,0.08661653504221886,0.08661653504221886
fr_nitro_arom_nonortho,COMPOSITIONAL,-0.08638263262714585,0.08638263262714585
MACCS_51,TOPOLOGICAL,-0.08625817910765811,0.08625817910765811
Morgan_555,TOPOLOGICAL,0.08615937813761618,0.08615937813761618
Morgan_692,TOPOLOGICAL,-0.08522386947788048,0.08522386947788048
NumRadicalElectrons,COMPOSITIONAL,-0.08493077221787061,0.08493077221787061
Morgan_968,TOPOLOGICAL,0.08481864844563564,0.08481864844563564
fr_Ndealkylation1,COMPOSITIONAL,0.08438600458168945,0.08438600458168945
fr_epoxide,COMPOSITIONAL,0.08371002954701486,0.08371002954701486
RingCount,COMPOSITIONAL,0.08367117409627803,0.08367117409627803
Morgan_73,TOPOLOGICAL,-0.08354931832589015,0.08354931832589015
Morgan_593,TOPOLOGICAL,0.08342764699585795,0.08342764699585795
Morgan_253,TOPOLOGICAL,0.08340495227130741,0.08340495227130741
Morgan_263,TOPOLOGICAL,0.08325565264192678,0.08325565264192678
Morgan_1002,TOPOLOGICAL,0.08313249072100803,0.08313249072100803
Morgan_521,TOPOLOGICAL,0.08284199138667675,0.08284199138667675
Morgan_798,TOPOLOGICAL,0.08238928161043174,0.08238928161043174
Morgan_304,TOPOLOGICAL,0.08219692628699861,0.08219692628699861
Morgan_392,TOPOLOGICAL,0.08205624380125376,0.08205624380125376
Morgan_170,TOPOLOGICAL,0.08187514326694215,0.08187514326694215
MACCS_60,TOPOLOGICAL,-0.08186619019954086,0.08186619019954086
AUTOCORR2D_148,TOPOLOGICAL,0.0817790046015867,0.0817790046015867
Morgan_71,TOPOLOGICAL,0.08165371910907426,0.08165371910907426
Morgan_954,TOPOLOGICAL,0.0815841949804492,0.0815841949804492
Morgan_86,TOPOLOGICAL,0.08155474628282003,0.08155474628282003
Morgan_203,TOPOLOGICAL,-0.08147688275620571,0.08147688275620571
MACCS_61,TOPOLOGICAL,-0.08140240058364508,0.08140240058364508
fr_Ar_COO,COMPOSITIONAL,-0.08131490243118171,0.08131490243118171
Morgan_747,TOPOLOGICAL,0.08122634203806763,0.08122634203806763
MACCS_53,TOPOLOGICAL,0.08118376163913273,0.08118376163913273
Morgan_262,TOPOLOGICAL,0.08111741341835021,0.08111741341835021
Morgan_965,TOPOLOGICAL,0.08068058880337704,0.08068058880337704
Morgan_806,TOPOLOGICAL,-0.08054809622228877,0.08054809622228877
Morgan_696,TOPOLOGICAL,0.08040412743309518,0.08040412743309518
Morgan_222,TOPOLOGICAL,0.08031961365662393,0.08031961365662393
MACCS_11,TOPOLOGICAL,0.08029364103097904,0.08029364103097904
Morgan_738,TOPOLOGICAL,0.07991837455380332,0.07991837455380332
Morgan_882,TOPOLOGICAL,0.07986683561776199,0.07986683561776199
MACCS_69,TOPOLOGICAL,-0.07976965872508013,0.07976965872508013
MACCS_107,TOPOLOGICAL,0.07976176546380422,0.07976176546380422
Morgan_214,TOPOLOGICAL,0.0797466426120809,0.0797466426120809
Morgan_117,TOPOLOGICAL,0.07935092022074103,0.07935092022074103
MACCS_158,TOPOLOGICAL,0.07931600575758867,0.07931600575758867
Morgan_70,TOPOLOGICAL,0.07924374813397624,0.07924374813397624
Morgan_522,TOPOLOGICAL,0.07838048591463005,0.07838048591463005
Morgan_1013,TOPOLOGICAL,-0.0781933155755106,0.0781933155755106
Morgan_734,TOPOLOGICAL,0.07756325875535965,0.07756325875535965
Morgan_497,TOPOLOGICAL,0.07745828616370529,0.07745828616370529
Morgan_441,TOPOLOGICAL,0.07734479305681924,0.07734479305681924
Morgan_200,TOPOLOGICAL,0.07727428781075811,0.07727428781075811
Morgan_179,TOPOLOGICAL,-0.07696200365308915,0.07696200365308915
MACCS_15,TOPOLOGICAL,0.07689597414377886,0.07689597414377886
fr_isothiocyan,COMPOSITIONAL,-0.07671233534825264,0.07671233534825264
Morgan_67,TOPOLOGICAL,0.07654394997913991,0.07654394997913991
Morgan_255,TOPOLOGICAL,0.07648246286481444,0.07648246286481444
MACCS_58,TOPOLOGICAL,-0.07632601707153124,0.07632601707153124
Morgan_293,TOPOLOGICAL,0.07601633090133476,0.07601633090133476
Morgan_26,TOPOLOGICAL,0.07599329110078168,0.07599329110078168
Morgan_258,TOPOLOGICAL,0.07596578524444168,0.07596578524444168
Morgan_809,TOPOLOGICAL,0.07588040530083527,0.07588040530083527
Morgan_417,TOPOLOGICAL,0.0758116339474931,0.0758116339474931
Morgan_105,TOPOLOGICAL,0.0756358597727223,0.0756358597727223
Morgan_433,TOPOLOGICAL,-0.07541394846224451,0.07541394846224451
Morgan_182,TOPOLOGICAL,0.07530646309389397,0.07530646309389397
Morgan_186,TOPOLOGICAL,0.07524747332423981,0.07524747332423981
Morgan_221,TOPOLOGICAL,0.07505015502929924,0.07505015502929924
Morgan_520,TOPOLOGICAL,0.07479758238420245,0.07479758238420245
MACCS_55,TOPOLOGICAL,-0.07465535367813146,0.07465535367813146
Morgan_967,TOPOLOGICAL,0.07423789470864514,0.07423789470864514
Morgan_723,TOPOLOGICAL,0.07408830545244827,0.07408830545244827
Morgan_869,TOPOLOGICAL,0.0739525005466547,0.0739525005466547
Morgan_857,TOPOLOGICAL,0.07392363330407345,0.07392363330407345
Morgan_224,TOPOLOGICAL,0.07372033234767134,0.07372033234767134
Morgan_24,TOPOLOGICAL,-0.07369364057891321,0.07369364057891321
AUTOCORR2D_106,TOPOLOGICAL,0.07294778184997956,0.07294778184997956
MACCS_16,TOPOLOGICAL,0.0729119070405936,0.0729119070405936
Morgan_832,TOPOLOGICAL,0.07269051715011425,0.07269051715011425
Morgan_598,TOPOLOGICAL,0.07241765832643589,0.07241765832643589
Morgan_524,TOPOLOGICAL,0.07240552940527166,0.07240552940527166
Morgan_15,TOPOLOGICAL,-0.07235519673578451,0.07235519673578451
Morgan_694,TOPOLOGICAL,0.07192127001513508,0.07192127001513508
MACCS_19,TOPOLOGICAL,0.07182148974563994,0.07182148974563994
PEOE_VSA3,PHYSICOCHEMICAL,0.07164613017925867,0.07164613017925867
mose_cyc8,TOPOLOGICAL,0.07138025464853685,0.07138025464853685
Morgan_972,TOPOLOGICAL,0.07120260645344557,0.07120260645344557
Morgan_820,TOPOLOGICAL,0.07099329726666453,0.07099329726666453
MACCS_8,TOPOLOGICAL,0.07098678362729031,0.07098678362729031
fr_lactam,COMPOSITIONAL,0.07068758029809513,0.07068758029809513
fr_furan,COMPOSITIONAL,-0.07041644021096097,0.07041644021096097
Morgan_373,TOPOLOGICAL,0.07030590805475548,0.07030590805475548
Morgan_947,TOPOLOGICAL,0.07026426652088158,0.07026426652088158
Morgan_125,TOPOLOGICAL,0.07015029597622975,0.07015029597622975
MACCS_134,TOPOLOGICAL,0.0701201827318987,0.0701201827318987
Morgan_195,TOPOLOGICAL,0.07011527469759496,0.07011527469759496
MACCS_43,TOPOLOGICAL,0.07005309811623352,0.07005309811623352
Morgan_910,TOPOLOGICAL,-0.07000885370251389,0.07000885370251389
Morgan_787,TOPOLOGICAL,0.06949032758548003,0.06949032758548003
mose_cyc7,TOPOLOGICAL,0.06926930163178759,0.06926930163178759
Morgan_577,TOPOLOGICAL,0.06919848965423835,0.06919848965423835
Morgan_49,TOPOLOGICAL,0.06867579563964245,0.06867579563964245
Morgan_219,TOPOLOGICAL,0.0686515041750699,0.0686515041750699
Morgan_251,TOPOLOGICAL,0.06863495826235512,0.06863495826235512
Morgan_825,TOPOLOGICAL,0.06843104650695608,0.06843104650695608
Morgan_605,TOPOLOGICAL,0.06839183269424376,0.06839183269424376
Morgan_95,TOPOLOGICAL,0.06838846528962585,0.06838846528962585
Morgan_283,TOPOLOGICAL,0.0682488035230066,0.0682488035230066
Morgan_802,TOPOLOGICAL,0.06824352730388719,0.06824352730388719
Morgan_748,TOPOLOGICAL,0.06817185307646452,0.06817185307646452
Morgan_551,TOPOLOGICAL,0.06810759342170566,0.06810759342170566
Morgan_29,TOPOLOGICAL,0.06804681094016693,0.06804681094016693
Morgan_523,TOPOLOGICAL,0.06773530550721545,0.06773530550721545
MACCS_7,TOPOLOGICAL,-0.06773398550036638,0.06773398550036638
Morgan_62,TOPOLOGICAL,-0.06760665180991836,0.06760665180991836
Morgan_141,TOPOLOGICAL,0.06734286712950316,0.06734286712950316
Morgan_875,TOPOLOGICAL,-0.06716363712441659,0.06716363712441659
MACCS_144,TOPOLOGICAL,-0.06675017860676016,0.06675017860676016
Morgan_550,TOPOLOGICAL,0.06652708063080387,0.06652708063080387
Morgan_603,TOPOLOGICAL,0.06650120174470384,0.06650120174470384
Morgan_725,TOPOLOGICAL,-0.06634566574650438,0.06634566574650438
Morgan_140,TOPOLOGICAL,0.0662449550992761,0.0662449550992761
Morgan_393,TOPOLOGICAL,0.0662422149683808,0.0662422149683808
Morgan_28,TOPOLOGICAL,0.06613501809847079,0.06613501809847079
Morgan_51,TOPOLOGICAL,0.06603161034924239,0.06603161034924239
MACCS_28,TOPOLOGICAL,0.06575313528643914,0.06575313528643914
HallKierAlpha,TOPOLOGICAL,-0.06560316935647824,0.06560316935647824
Morgan_23,TOPOLOGICAL,-0.06542270269172973,0.06542270269172973
fr_imidazole,COMPOSITIONAL,-0.06538793683852644,0.06538793683852644
Morgan_81,TOPOLOGICAL,-0.06519841543731483,0.06519841543731483
Morgan_936,TOPOLOGICAL,0.06503242689707033,0.06503242689707033
Morgan_452,TOPOLOGICAL,-0.0648316734059777,0.0648316734059777
Morgan_565,TOPOLOGICAL,0.06447855298672203,0.06447855298672203
Morgan_354,TOPOLOGICAL,-0.06434253451353217,0.06434253451353217
Morgan_507,TOPOLOGICAL,0.06432949863370294,0.06432949863370294
Morgan_556,TOPOLOGICAL,0.0642028749890434,0.0642028749890434
Morgan_112,TOPOLOGICAL,0.06397123821125861,0.06397123821125861
Morgan_163,TOPOLOGICAL,0.06356867108553052,0.06356867108553052
Morgan_1009,TOPOLOGICAL,0.06346892913024295,0.06346892913024295
Morgan_590,TOPOLOGICAL,0.0633045260792735,0.0633045260792735
Morgan_527,TOPOLOGICAL,0.06309959727348352,0.06309959727348352
MACCS_47,TOPOLOGICAL,-0.06298773743547484,0.06298773743547484
Morgan_545,TOPOLOGICAL,0.06292894037165507,0.06292894037165507
Morgan_804,TOPOLOGICAL,0.062417669625219205,0.062417669625219205
Morgan_667,TOPOLOGICAL,0.06210886189840406,0.06210886189840406
Morgan_582,TOPOLOGICAL,0.06210222344092857,0.06210222344092857
AUTOCORR2D_140,TOPOLOGICAL,0.06204633576498249,0.06204633576498249
Morgan_966,TOPOLOGICAL,0.061963931643469874,0.061963931643469874
AUTOCORR2D_164,TOPOLOGICAL,0.061828143572025825,0.061828143572025825
MACCS_20,TOPOLOGICAL,-0.061621861092537845,0.061621861092537845
Morgan_308,TOPOLOGICAL,0.06127902952675145,0.06127902952675145
Morgan_266,TOPOLOGICAL,0.06127403927364839,0.06127403927364839
Morgan_239,TOPOLOGICAL,0.061193237514003185,0.061193237514003185
AUTOCORR2D_136,TOPOLOGICAL,0.061036665510703345,0.061036665510703345
Morgan_455,TOPOLOGICAL,0.06089519276526766,0.06089519276526766
Morgan_350,TOPOLOGICAL,-0.0607385943398538,0.0607385943398538
Morgan_687,TOPOLOGICAL,0.06064077895053407,0.06064077895053407
Morgan_996,TOPOLOGICAL,0.060470603401704175,0.060470603401704175
AUTOCORR2D_162,TOPOLOGICAL,-0.06034717502735552,0.06034717502735552
Morgan_358,TOPOLOGICAL,0.06016479677715086,0.06016479677715086
fr_piperzine,COMPOSITIONAL,0.05999825353108967,0.05999825353108967
Morgan_933,TOPOLOGICAL,0.059902693127688214,0.059902693127688214
Morgan_374,TOPOLOGICAL,0.05978462976989682,0.05978462976989682
Morgan_951,TOPOLOGICAL,0.05975006066975415,0.05975006066975415
Morgan_493,TOPOLOGICAL,0.05964637570389465,0.05964637570389465
Morgan_394,TOPOLOGICAL,-0.05942224433490467,0.05942224433490467
Morgan_228,TOPOLOGICAL,0.05917787509925728,0.05917787509925728
AUTOCORR2D_116,TOPOLOGICAL,0.059164086712178494,0.059164086712178494
MACCS_145,TOPOLOGICAL,0.059084690829982085,0.059084690829982085
Morgan_895,TOPOLOGICAL,0.058888126584693896,0.058888126584693896
Morgan_982,TOPOLOGICAL,0.05884893156402831,0.05884893156402831
Morgan_319,TOPOLOGICAL,-0.058740158399541234,0.058740158399541234
Morgan_89,TOPOLOGICAL,0.05871686487235045,0.05871686487235045
Morgan_447,TOPOLOGICAL,0.05857668065057992,0.05857668065057992
Morgan_1006,TOPOLOGICAL,0.058459412894944024,0.058459412894944024
Morgan_413,TOPOLOGICAL,0.05837077824485869,0.05837077824485869
Morgan_129,TOPOLOGICAL,0.05832076119479733,0.05832076119479733
Morgan_935,TOPOLOGICAL,0.05826342589667041,0.05826342589667041
Morgan_150,TOPOLOGICAL,0.05824373195097162,0.05824373195097162
Morgan_745,TOPOLOGICAL,-0.058212160808219685,0.058212160808219685
Morgan_451,TOPOLOGICAL,-0.058104577705018014,0.058104577705018014
Morgan_680,TOPOLOGICAL,0.05808692616607646,0.05808692616607646
Morgan_25,TOPOLOGICAL,-0.05789894487620614,0.05789894487620614
Morgan_900,TOPOLOGICAL,0.05772861783247965,0.05772861783247965
Morgan_834,TOPOLOGICAL,-0.0576495012190043,0.0576495012190043
Morgan_278,TOPOLOGICAL,0.057614731512745244,0.057614731512745244
Morgan_136,TOPOLOGICAL,-0.05718844584006745,0.05718844584006745
Morgan_407,TOPOLOGICAL,0.05704558419747575,0.05704558419747575
Morgan_436,TOPOLOGICAL,0.05700548343435093,0.05700548343435093
Morgan_152,TOPOLOGICAL,0.05681700593376489,0.05681700593376489
Morgan_422,TOPOLOGICAL,0.05679160199170533,0.05679160199170533
Morgan_511,TOPOLOGICAL,-0.05674776086648847,0.05674776086648847
AUTOCORR2D_145,TOPOLOGICAL,0.056738632518401326,0.056738632518401326
Morgan_768,TOPOLOGICAL,-0.05652263224956576,0.05652263224956576
Morgan_205,TOPOLOGICAL,0.05651338111156992,0.05651338111156992
Morgan_785,TOPOLOGICAL,-0.0563184451302156,0.0563184451302156
Morgan_779,TOPOLOGICAL,0.05629934930186431,0.05629934930186431
Morgan_279,TOPOLOGICAL,0.05629119039044299,0.05629119039044299
MACCS_97,TOPOLOGICAL,0.05608845757963298,0.05608845757963298
Morgan_113,TOPOLOGICAL,0.05594404319405742,0.05594404319405742
Morgan_772,TOPOLOGICAL,0.05588932769347785,0.05588932769347785
Morgan_390,TOPOLOGICAL,0.055786868345376384,0.055786868345376384
Morgan_249,TOPOLOGICAL,0.05544988890179121,0.05544988890179121
Morgan_588,TOPOLOGICAL,0.05512054667955851,0.05512054667955851
Morgan_336,TOPOLOGICAL,0.05502813194059682,0.05502813194059682
Morgan_665,TOPOLOGICAL,0.05491225503911862,0.05491225503911862
Morgan_79,TOPOLOGICAL,0.05488629716971148,0.05488629716971148
Morgan_460,TOPOLOGICAL,0.05481982855522097,0.05481982855522097
Morgan_981,TOPOLOGICAL,0.05475952351299319,0.05475952351299319
Morgan_22,TOPOLOGICAL,0.054664108255021805,0.054664108255021805
Morgan_576,TOPOLOGICAL,0.05456125874908835,0.05456125874908835
Morgan_345,TOPOLOGICAL,0.054502062818021176,0.054502062818021176
Morgan_786,TOPOLOGICAL,0.054473529218441334,0.054473529218441334
Morgan_886,TOPOLOGICAL,0.054219654296445305,0.054219654296445305
Morgan_464,TOPOLOGICAL,0.05416533032275513,0.05416533032275513
fr_nitrile,COMPOSITIONAL,0.053866705042097826,0.053866705042097826
Morgan_985,TOPOLOGICAL,0.05385963647413822,0.05385963647413822
MACCS_41,TOPOLOGICAL,0.053666738521101987,0.053666738521101987
fr_morpholine,COMPOSITIONAL,0.05358234792185576,0.05358234792185576
Morgan_424,TOPOLOGICAL,0.05354150277143927,0.05354150277143927
AUTOCORR2D_99,TOPOLOGICAL,0.05348618017596409,0.05348618017596409
Morgan_697,TOPOLOGICAL,0.053457010027453074,0.053457010027453074
AUTOCORR2D_188,TOPOLOGICAL,0.05344861954930328,0.05344861954930328
Morgan_68,TOPOLOGICAL,0.05329448255331835,0.05329448255331835
Morgan_975,TOPOLOGICAL,-0.05328381588747523,0.05328381588747523
