Feature,Category,Correlation,Abs_Corr
Morgan_256,TOPOLOGICAL,0.05325883510621117,0.05325883510621117
Morgan_349,TOPOLOGICAL,0.05286709014483825,0.05286709014483825
Morgan_884,TOPOLOGICAL,0.05282851659674368,0.05282851659674368
fr_Imine,COMPOSITIONAL,-0.052790899041989366,0.052790899041989366
Morgan_777,TOPOLOGICAL,0.052780323107366425,0.052780323107366425
Morgan_712,TOPOLOGICAL,0.0527374849580644,0.0527374849580644
Morgan_369,TOPOLOGICAL,0.05270092942586085,0.05270092942586085
Morgan_843,TOPOLOGICAL,0.05266604006443664,0.05266604006443664
Morgan_830,TOPOLOGICAL,-0.05261740048101351,0.05261740048101351
Morgan_486,TOPOLOGICAL,0.05253874497195808,0.05253874497195808
Morgan_450,TOPOLOGICAL,0.05224741719168364,0.05224741719168364
Morgan_840,TOPOLOGICAL,0.05223249215789001,0.05223249215789001
Morgan_3,TOPOLOGICAL,0.05219792602565477,0.05219792602565477
Morgan_284,TOPOLOGICAL,0.05218848626067041,0.05218848626067041
Morgan_997,TOPOLOGICAL,0.05212953470357447,0.05212953470357447
AUTOCORR2D_169,TOPOLOGICAL,0.05211372667304464,0.05211372667304464
Morgan_918,TOPOLOGICAL,0.05204523325887823,0.05204523325887823
Morgan_640,TOPOLOGICAL,0.051989659213157624,0.051989659213157624
Morgan_448,TOPOLOGICAL,-0.051971428866935766,0.051971428866935766
Morgan_664,TOPOLOGICAL,0.05171384937957592,0.05171384937957592
Morgan_120,TOPOLOGICAL,0.05169346238253879,0.05169346238253879
Morgan_500,TOPOLOGICAL,0.05167007147785943,0.05167007147785943
Morgan_347,TOPOLOGICAL,0.051432620845184206,0.051432620845184206
Morgan_861,TOPOLOGICAL,0.051227045087098536,0.051227045087098536
Morgan_52,TOPOLOGICAL,0.05107950419508509,0.05107950419508509
Morgan_307,TOPOLOGICAL,0.05095275567785086,0.05095275567785086
Morgan_342,TOPOLOGICAL,0.0507724552995874,0.0507724552995874
Morgan_685,TOPOLOGICAL,0.05055351444544452,0.05055351444544452
Morgan_151,TOPOLOGICAL,0.050297932289129064,0.050297932289129064
Morgan_398,TOPOLOGICAL,0.05025322842938918,0.05025322842938918
Morgan_191,TOPOLOGICAL,0.05008643256171089,0.05008643256171089
Morgan_643,TOPOLOGICAL,0.05002065054748122,0.05002065054748122
Morgan_156,TOPOLOGICAL,0.05001884937754447,0.05001884937754447
Morgan_608,TOPOLOGICAL,0.050013260239147796,0.050013260239147796
Morgan_376,TOPOLOGICAL,0.04985056934304535,0.04985056934304535
Morgan_655,TOPOLOGICAL,0.049843441278812926,0.049843441278812926
Morgan_78,TOPOLOGICAL,0.04975198815623077,0.04975198815623077
Morgan_701,TOPOLOGICAL,0.04966340966561358,0.04966340966561358
Morgan_210,TOPOLOGICAL,0.049650536831781805,0.049650536831781805
Morgan_148,TOPOLOGICAL,0.04918352601706762,0.04918352601706762
Morgan_780,TOPOLOGICAL,-0.04915245218798704,0.04915245218798704
MACCS_12,TOPOLOGICAL,-0.04913704746018507,0.04913704746018507
Morgan_937,TOPOLOGICAL,0.04911548346738192,0.04911548346738192
Morgan_718,TOPOLOGICAL,0.04904213444319841,0.04904213444319841
Morgan_321,TOPOLOGICAL,0.049031924266190866,0.049031924266190866
Morgan_839,TOPOLOGICAL,0.04897457458158245,0.04897457458158245
fr_aldehyde,COMPOSITIONAL,-0.04891987786117606,0.04891987786117606
AUTOCORR2D_122,TOPOLOGICAL,0.0487188596720001,0.0487188596720001
AUTOCORR2D_115,TOPOLOGICAL,0.048521436652056174,0.048521436652056174
Morgan_227,TOPOLOGICAL,0.0484572751324133,0.0484572751324133
Morgan_991,TOPOLOGICAL,0.04821071470326176,0.04821071470326176
Morgan_184,TOPOLOGICAL,0.04819511710159289,0.04819511710159289
Morgan_824,TOPOLOGICAL,0.048129739326063924,0.048129739326063924
Morgan_898,TOPOLOGICAL,0.04808670375571164,0.04808670375571164
Morgan_360,TOPOLOGICAL,0.0480825152251264,0.0480825152251264
fr_pyridine,COMPOSITIONAL,-0.04792865127129124,0.04792865127129124
Morgan_479,TOPOLOGICAL,0.04789344736015031,0.04789344736015031
fr_hdrzone,COMPOSITIONAL,0.0478498460396049,0.0478498460396049
MACCS_37,TOPOLOGICAL,0.04783976289517851,0.04783976289517851
Morgan_94,TOPOLOGICAL,0.047590304671206354,0.047590304671206354
fr_nitroso,COMPOSITIONAL,-0.04756640365265922,0.04756640365265922
Morgan_874,TOPOLOGICAL,0.04725259729615633,0.04725259729615633
Morgan_752,TOPOLOGICAL,0.047042500440901955,0.047042500440901955
Morgan_1012,TOPOLOGICAL,0.046946239417152015,0.046946239417152015
Morgan_423,TOPOLOGICAL,0.0468729271415017,0.0468729271415017
AUTOCORR2D_139,TOPOLOGICAL,0.04683771671194553,0.04683771671194553
AUTOCORR2D_153,TOPOLOGICAL,0.04645673015266724,0.04645673015266724
Morgan_490,TOPOLOGICAL,0.046415917084914673,0.046415917084914673
Morgan_859,TOPOLOGICAL,0.046368059380410866,0.046368059380410866
Morgan_42,TOPOLOGICAL,0.04630425157830451,0.04630425157830451
Morgan_399,TOPOLOGICAL,0.046301638905310194,0.046301638905310194
Morgan_325,TOPOLOGICAL,0.046295111584076246,0.046295111584076246
Morgan_411,TOPOLOGICAL,0.0462356476137802,0.0462356476137802
Morgan_755,TOPOLOGICAL,0.04595445033780097,0.04595445033780097
MACCS_165,TOPOLOGICAL,-0.045727555415781294,0.045727555415781294
Morgan_83,TOPOLOGICAL,0.04570958876327191,0.04570958876327191
Morgan_276,TOPOLOGICAL,0.04559065126034416,0.04559065126034416
Morgan_439,TOPOLOGICAL,0.04556064202266751,0.04556064202266751
Morgan_706,TOPOLOGICAL,0.04546153635175115,0.04546153635175115
Morgan_1011,TOPOLOGICAL,0.04544506752530332,0.04544506752530332
Morgan_547,TOPOLOGICAL,0.04537298207068941,0.04537298207068941
Morgan_920,TOPOLOGICAL,-0.04533272446220313,0.04533272446220313
fr_phos_acid,COMPOSITIONAL,-0.045315969013878486,0.045315969013878486
Morgan_416,TOPOLOGICAL,0.0451709727195498,0.0451709727195498
fr_bicyclic,COMPOSITIONAL,0.0450948679432975,0.0450948679432975
num_Cl,COMPOSITIONAL,0.044934230018311185,0.044934230018311185
Morgan_431,TOPOLOGICAL,0.04486883397061926,0.04486883397061926
fr_C_S,COMPOSITIONAL,-0.0445481283978228,0.0445481283978228
Morgan_193,TOPOLOGICAL,0.0445385135117621,0.0445385135117621
MACCS_163,TOPOLOGICAL,-0.04440069806570342,0.04440069806570342
Morgan_574,TOPOLOGICAL,0.04437216088888109,0.04437216088888109
Morgan_503,TOPOLOGICAL,-0.04429150602950314,0.04429150602950314
Morgan_438,TOPOLOGICAL,0.04417752029503795,0.04417752029503795
Morgan_61,TOPOLOGICAL,0.04415539350938426,0.04415539350938426
Morgan_639,TOPOLOGICAL,0.044078941301625735,0.044078941301625735
Morgan_47,TOPOLOGICAL,-0.04397781909939606,0.04397781909939606
Morgan_37,TOPOLOGICAL,0.0439349076786527,0.0439349076786527
Morgan_803,TOPOLOGICAL,0.043893341672094334,0.043893341672094334
Morgan_912,TOPOLOGICAL,0.04380278476188669,0.04380278476188669
Morgan_53,TOPOLOGICAL,0.043733221132908305,0.043733221132908305
fr_phos_ester,COMPOSITIONAL,-0.043655693766853215,0.043655693766853215
Morgan_153,TOPOLOGICAL,0.043634921883995065,0.043634921883995065
Morgan_644,TOPOLOGICAL,0.0434483984923194,0.0434483984923194
Morgan_531,TOPOLOGICAL,0.04343940785227025,0.04343940785227025
Morgan_465,TOPOLOGICAL,0.04328509510494004,0.04328509510494004
fr_COO2,COMPOSITIONAL,0.042795984931526844,0.042795984931526844
MACCS_52,TOPOLOGICAL,-0.04277511915717591,0.04277511915717591
Morgan_14,TOPOLOGICAL,0.04268736155491026,0.04268736155491026
MACCS_75,TOPOLOGICAL,0.04265222784924532,0.04265222784924532
fr_COO,COMPOSITIONAL,0.04247572308571119,0.04247572308571119
Morgan_361,TOPOLOGICAL,0.042448178280819086,0.042448178280819086
Morgan_689,TOPOLOGICAL,0.04238811904459528,0.04238811904459528
Morgan_359,TOPOLOGICAL,0.04234586448434358,0.04234586448434358
Morgan_662,TOPOLOGICAL,0.042211067948502,0.042211067948502
Morgan_941,TOPOLOGICAL,0.04201677372556092,0.04201677372556092
Morgan_488,TOPOLOGICAL,0.04189954521441098,0.04189954521441098
Morgan_346,TOPOLOGICAL,0.04189220095519609,0.04189220095519609
Morgan_754,TOPOLOGICAL,-0.04183151200623456,0.04183151200623456
Morgan_484,TOPOLOGICAL,0.0417402014825457,0.0417402014825457
Morgan_418,TOPOLOGICAL,0.041738752400842946,0.041738752400842946
Morgan_272,TOPOLOGICAL,0.041630173869542354,0.041630173869542354
FpDensityMorgan3,TOPOLOGICAL,-0.04156288693055035,0.04156288693055035
Morgan_146,TOPOLOGICAL,0.04153336946156202,0.04153336946156202
MACCS_34,TOPOLOGICAL,0.04140536499016725,0.04140536499016725
MACCS_105,TOPOLOGICAL,0.04137583806048604,0.04137583806048604
Morgan_653,TOPOLOGICAL,0.04120905304187971,0.04120905304187971
Morgan_766,TOPOLOGICAL,0.04116370288725591,0.04116370288725591
PEOE_VSA13,PHYSICOCHEMICAL,-0.040986263705520984,0.040986263705520984
Morgan_454,TOPOLOGICAL,0.04095158615742486,0.04095158615742486
abraham_A,PHYSICOCHEMICAL,0.04091448801385682,0.04091448801385682
AUTOCORR2D_177,TOPOLOGICAL,0.040806034071960144,0.040806034071960144
Morgan_241,TOPOLOGICAL,-0.04080313076473592,0.04080313076473592
Morgan_212,TOPOLOGICAL,0.04079834606690424,0.04079834606690424
MACCS_87,TOPOLOGICAL,0.040792562230874886,0.040792562230874886
Morgan_896,TOPOLOGICAL,-0.04062909581975709,0.04062909581975709
Morgan_1015,TOPOLOGICAL,0.040496085532422135,0.040496085532422135
Morgan_512,TOPOLOGICAL,0.04043700016423019,0.04043700016423019
mose_cyc4,TOPOLOGICAL,0.040381605940889145,0.040381605940889145
Morgan_959,TOPOLOGICAL,0.04037080618405372,0.04037080618405372
MACCS_10,TOPOLOGICAL,-0.04021036071185133,0.04021036071185133
AUTOCORR2D_163,TOPOLOGICAL,-0.040116998147713585,0.040116998147713585
Morgan_669,TOPOLOGICAL,0.0399937320454382,0.0399937320454382
Morgan_707,TOPOLOGICAL,-0.03987340038061194,0.03987340038061194
MACCS_78,TOPOLOGICAL,-0.03982852569439318,0.03982852569439318
Morgan_581,TOPOLOGICAL,-0.03979246971034868,0.03979246971034868
Morgan_513,TOPOLOGICAL,-0.03961377684609013,0.03961377684609013
Morgan_709,TOPOLOGICAL,-0.039305832277897336,0.039305832277897336
Morgan_911,TOPOLOGICAL,0.03913827036608696,0.03913827036608696
Morgan_240,TOPOLOGICAL,0.03909971396109847,0.03909971396109847
Morgan_459,TOPOLOGICAL,0.039098263685678175,0.039098263685678175
Morgan_296,TOPOLOGICAL,0.03907526682486386,0.03907526682486386
Morgan_609,TOPOLOGICAL,0.03903596625481519,0.03903596625481519
Morgan_388,TOPOLOGICAL,0.03896261169799383,0.03896261169799383
Morgan_181,TOPOLOGICAL,0.03895337076212284,0.03895337076212284
AUTOCORR2D_178,TOPOLOGICAL,-0.038708558312366144,0.038708558312366144
Morgan_567,TOPOLOGICAL,0.038627732945578176,0.038627732945578176
Morgan_890,TOPOLOGICAL,0.038499962291147695,0.038499962291147695
Morgan_316,TOPOLOGICAL,0.03846272479975191,0.03846272479975191
Morgan_750,TOPOLOGICAL,0.03841489404231318,0.03841489404231318
Morgan_403,TOPOLOGICAL,0.03836041250352961,0.03836041250352961
Morgan_8,TOPOLOGICAL,0.03834383512515571,0.03834383512515571
Morgan_826,TOPOLOGICAL,0.038325760367649446,0.038325760367649446
Morgan_599,TOPOLOGICAL,0.038245993458094485,0.038245993458094485
Morgan_678,TOPOLOGICAL,0.03816943788668329,0.03816943788668329
AUTOCORR2D_113,TOPOLOGICAL,0.03814847238933624,0.03814847238933624
AUTOCORR2D_146,TOPOLOGICAL,-0.03807028276938268,0.03807028276938268
Morgan_850,TOPOLOGICAL,0.038018819805865564,0.038018819805865564
Morgan_621,TOPOLOGICAL,0.037913430324859006,0.037913430324859006
Morgan_343,TOPOLOGICAL,-0.037847989368354366,0.037847989368354366
MACCS_9,TOPOLOGICAL,-0.03772274064595188,0.03772274064595188
Morgan_312,TOPOLOGICAL,0.03765259324713157,0.03765259324713157
Morgan_82,TOPOLOGICAL,0.037623566010161535,0.037623566010161535
Morgan_244,TOPOLOGICAL,0.03760583171801201,0.03760583171801201
Morgan_971,TOPOLOGICAL,0.03742085521345901,0.03742085521345901
Morgan_862,TOPOLOGICAL,0.037380984339341554,0.037380984339341554
Morgan_159,TOPOLOGICAL,0.03728348206934229,0.03728348206934229
Morgan_671,TOPOLOGICAL,0.03712554167709057,0.03712554167709057
Morgan_998,TOPOLOGICAL,0.03711864261399049,0.03711864261399049
Morgan_295,TOPOLOGICAL,0.037095340026182116,0.037095340026182116
Morgan_980,TOPOLOGICAL,0.037067313442841504,0.037067313442841504
Morgan_108,TOPOLOGICAL,0.037030878386789895,0.037030878386789895
Morgan_46,TOPOLOGICAL,0.03685629025209861,0.03685629025209861
Morgan_236,TOPOLOGICAL,0.036761917909572034,0.036761917909572034
Morgan_274,TOPOLOGICAL,0.03671874039111438,0.03671874039111438
Morgan_673,TOPOLOGICAL,0.03667733518761745,0.03667733518761745
MACCS_121,TOPOLOGICAL,-0.03660964476465,0.03660964476465
Morgan_410,TOPOLOGICAL,0.03659996411368075,0.03659996411368075
MACCS_30,TOPOLOGICAL,-0.03652573795196391,0.03652573795196391
Morgan_538,TOPOLOGICAL,0.036507803720355586,0.036507803720355586
Morgan_616,TOPOLOGICAL,0.03649482811637955,0.03649482811637955
Morgan_400,TOPOLOGICAL,-0.03649018100478024,0.03649018100478024
Morgan_162,TOPOLOGICAL,-0.0362282904187971,0.0362282904187971
Morgan_401,TOPOLOGICAL,0.03619401371924461,0.03619401371924461
Morgan_206,TOPOLOGICAL,0.03613240968816179,0.03613240968816179
Morgan_659,TOPOLOGICAL,0.03604679731088584,0.03604679731088584
MACCS_103,TOPOLOGICAL,0.03586457037309338,0.03586457037309338
Morgan_553,TOPOLOGICAL,0.03585134480528193,0.03585134480528193
AUTOCORR2D_138,TOPOLOGICAL,0.035825470054264404,0.035825470054264404
Morgan_722,TOPOLOGICAL,0.035764854251935235,0.035764854251935235
Morgan_929,TOPOLOGICAL,-0.0356340593624264,0.0356340593624264
Morgan_226,TOPOLOGICAL,0.035600600213641115,0.035600600213641115
Morgan_758,TOPOLOGICAL,0.035539012957365494,0.035539012957365494
Morgan_533,TOPOLOGICAL,0.03543349094471737,0.03543349094471737
Morgan_473,TOPOLOGICAL,0.035424573648142874,0.035424573648142874
fr_thiazole,COMPOSITIONAL,-0.035392937953419225,0.035392937953419225
Morgan_247,TOPOLOGICAL,0.035303052382532916,0.035303052382532916
Morgan_368,TOPOLOGICAL,-0.03526338010675372,0.03526338010675372
Morgan_614,TOPOLOGICAL,0.035256502264020856,0.035256502264020856
Morgan_164,TOPOLOGICAL,0.03521221682260028,0.03521221682260028
Morgan_705,TOPOLOGICAL,0.03504975749295092,0.03504975749295092
Morgan_668,TOPOLOGICAL,0.0350373524167183,0.0350373524167183
Morgan_332,TOPOLOGICAL,0.03493122526950091,0.03493122526950091
Morgan_419,TOPOLOGICAL,0.034871536517425486,0.034871536517425486
Morgan_127,TOPOLOGICAL,0.03486041315226549,0.03486041315226549
Morgan_161,TOPOLOGICAL,0.03468083327868236,0.03468083327868236
Morgan_281,TOPOLOGICAL,0.03467272476471843,0.03467272476471843
fr_oxazole,COMPOSITIONAL,-0.03461456309612938,0.03461456309612938
Morgan_612,TOPOLOGICAL,0.03452485620542558,0.03452485620542558
Morgan_66,TOPOLOGICAL,0.03448275847751959,0.03448275847751959
Morgan_532,TOPOLOGICAL,0.03447722824431653,0.03447722824431653
Morgan_504,TOPOLOGICAL,0.03441128101114255,0.03441128101114255
Morgan_406,TOPOLOGICAL,0.034376243877158756,0.034376243877158756
Morgan_202,TOPOLOGICAL,-0.034118881873624884,0.034118881873624884
Morgan_322,TOPOLOGICAL,0.03403775167600528,0.03403775167600528
Morgan_906,TOPOLOGICAL,0.034025810343103945,0.034025810343103945
Morgan_264,TOPOLOGICAL,0.03399620378385887,0.03399620378385887
Morgan_546,TOPOLOGICAL,0.03384804164164282,0.03384804164164282
Morgan_428,TOPOLOGICAL,-0.03378799249551878,0.03378799249551878
Morgan_185,TOPOLOGICAL,0.03376953697757674,0.03376953697757674
Morgan_87,TOPOLOGICAL,0.03372304321690084,0.03372304321690084
MACCS_80,TOPOLOGICAL,-0.03366725993372917,0.03366725993372917
Morgan_626,TOPOLOGICAL,-0.03361115007698557,0.03361115007698557
Morgan_778,TOPOLOGICAL,0.033525676128113545,0.033525676128113545
Morgan_457,TOPOLOGICAL,0.03352345808505763,0.03352345808505763
Morgan_764,TOPOLOGICAL,0.03342382150498873,0.03342382150498873
Morgan_769,TOPOLOGICAL,-0.03340536363841431,0.03340536363841431
Morgan_371,TOPOLOGICAL,0.0333806085255424,0.0333806085255424
Morgan_883,TOPOLOGICAL,-0.033318501900235054,0.033318501900235054
Morgan_469,TOPOLOGICAL,0.03327447405567123,0.03327447405567123
Morgan_751,TOPOLOGICAL,0.03325190570274133,0.03325190570274133
fr_quatN,COMPOSITIONAL,0.03305638870113453,0.03305638870113453
Morgan_564,TOPOLOGICAL,-0.03302772605498056,0.03302772605498056
Morgan_759,TOPOLOGICAL,0.03301539445297193,0.03301539445297193
MACCS_77,TOPOLOGICAL,-0.032964682536387825,0.032964682536387825
Morgan_724,TOPOLOGICAL,0.03285850818966327,0.03285850818966327
fr_HOCCN,COMPOSITIONAL,0.032849265260262044,0.032849265260262044
MACCS_62,TOPOLOGICAL,0.032831474610018944,0.032831474610018944
MACCS_6,TOPOLOGICAL,-0.03282723014261051,0.03282723014261051
MACCS_5,TOPOLOGICAL,-0.03282723014261051,0.03282723014261051
MACCS_122,TOPOLOGICAL,-0.032801976968888924,0.032801976968888924
Morgan_252,TOPOLOGICAL,-0.032801549803281094,0.032801549803281094
Morgan_645,TOPOLOGICAL,0.03267251316303533,0.03267251316303533
MACCS_31,TOPOLOGICAL,-0.03250194006075297,0.03250194006075297
Morgan_960,TOPOLOGICAL,-0.03242543818945025,0.03242543818945025
Morgan_421,TOPOLOGICAL,0.032408771439668096,0.032408771439668096
Morgan_516,TOPOLOGICAL,0.03238329081312332,0.03238329081312332
Morgan_260,TOPOLOGICAL,0.03237773378242918,0.03237773378242918
Morgan_357,TOPOLOGICAL,0.03233513210908653,0.03233513210908653
Morgan_27,TOPOLOGICAL,0.03231775683639855,0.03231775683639855
Morgan_178,TOPOLOGICAL,0.03230056580234485,0.03230056580234485
Morgan_700,TOPOLOGICAL,-0.032233381322161296,0.032233381322161296
Morgan_404,TOPOLOGICAL,0.032170868667043884,0.032170868667043884
MACCS_156,TOPOLOGICAL,-0.03212308893262075,0.03212308893262075
Morgan_619,TOPOLOGICAL,0.03203055949080948,0.03203055949080948
Morgan_425,TOPOLOGICAL,0.031949954542697515,0.031949954542697515
AUTOCORR2D_100,TOPOLOGICAL,0.03193988076165714,0.03193988076165714
Morgan_915,TOPOLOGICAL,-0.03186209872046829,0.03186209872046829
Morgan_334,TOPOLOGICAL,0.03180978100895985,0.03180978100895985
Morgan_636,TOPOLOGICAL,0.031647584444930654,0.031647584444930654
Morgan_115,TOPOLOGICAL,0.0315452904303596,0.0315452904303596
Morgan_913,TOPOLOGICAL,0.03154134680135467,0.03154134680135467
Morgan_196,TOPOLOGICAL,0.03130209315964928,0.03130209315964928
MACCS_161,TOPOLOGICAL,-0.03125263886681374,0.03125263886681374
Morgan_548,TOPOLOGICAL,0.03121108423013552,0.03121108423013552
Morgan_782,TOPOLOGICAL,0.03120887149407325,0.03120887149407325
Morgan_847,TOPOLOGICAL,0.031139407478577238,0.031139407478577238
MACCS_137,TOPOLOGICAL,0.031090522051731673,0.031090522051731673
Morgan_499,TOPOLOGICAL,0.03104424456185427,0.03104424456185427
MACCS_32,TOPOLOGICAL,-0.030913070104557815,0.030913070104557815
Morgan_277,TOPOLOGICAL,0.030884822818819255,0.030884822818819255
Morgan_77,TOPOLOGICAL,0.03077032717841747,0.03077032717841747
Morgan_842,TOPOLOGICAL,-0.03066334713893311,0.03066334713893311
Morgan_530,TOPOLOGICAL,0.03064052107118277,0.03064052107118277
Morgan_719,TOPOLOGICAL,0.030630051756552302,0.030630051756552302
Morgan_189,TOPOLOGICAL,0.03060302903615744,0.03060302903615744
Morgan_964,TOPOLOGICAL,0.0305296221837849,0.0305296221837849
Morgan_1003,TOPOLOGICAL,0.030519009843093817,0.030519009843093817
Morgan_587,TOPOLOGICAL,0.030413941153068422,0.030413941153068422
Morgan_595,TOPOLOGICAL,0.030389272226616047,0.030389272226616047
Morgan_892,TOPOLOGICAL,0.030314728223042656,0.030314728223042656
Morgan_924,TOPOLOGICAL,0.0302313046687133,0.0302313046687133
Morgan_340,TOPOLOGICAL,0.030229471008277612,0.030229471008277612
Morgan_157,TOPOLOGICAL,0.030159215403805055,0.030159215403805055
MACCS_36,TOPOLOGICAL,-0.030112570865621212,0.030112570865621212
Morgan_505,TOPOLOGICAL,0.029876297689371882,0.029876297689371882
Morgan_335,TOPOLOGICAL,0.029841311023030063,0.029841311023030063
Morgan_526,TOPOLOGICAL,0.029826779518033336,0.029826779518033336
Morgan_858,TOPOLOGICAL,0.029691105611464503,0.029691105611464503
Morgan_478,TOPOLOGICAL,0.029625317611811253,0.029625317611811253
Morgan_776,TOPOLOGICAL,0.029510335627190493,0.029510335627190493
Morgan_169,TOPOLOGICAL,0.029500644610864747,0.029500644610864747
Morgan_835,TOPOLOGICAL,0.029448496628413336,0.029448496628413336
MACCS_13,TOPOLOGICAL,-0.029308152597356193,0.029308152597356193
Morgan_675,TOPOLOGICAL,-0.029269291149649813,0.029269291149649813
Morgan_1000,TOPOLOGICAL,0.029203978480780345,0.029203978480780345
MACCS_21,TOPOLOGICAL,0.029090701182733672,0.029090701182733672
Morgan_571,TOPOLOGICAL,0.029082080587908503,0.029082080587908503
Morgan_682,TOPOLOGICAL,0.029076913650782375,0.029076913650782375
Morgan_881,TOPOLOGICAL,0.029045489874251647,0.029045489874251647
Morgan_963,TOPOLOGICAL,-0.02903607801212409,0.02903607801212409
Morgan_168,TOPOLOGICAL,-0.02903322241457864,0.02903322241457864
Morgan_201,TOPOLOGICAL,0.0290158045756879,0.0290158045756879
MACCS_45,TOPOLOGICAL,0.028810146856667232,0.028810146856667232
fr_aniline,COMPOSITIONAL,-0.028800366682469356,0.028800366682469356
Morgan_594,TOPOLOGICAL,0.02877008739971328,0.02877008739971328
Morgan_466,TOPOLOGICAL,0.028755043259740275,0.028755043259740275
Morgan_495,TOPOLOGICAL,-0.028747291865558473,0.028747291865558473
fr_isocyan,COMPOSITIONAL,-0.028673084766378417,0.028673084766378417
Morgan_92,TOPOLOGICAL,-0.028558662751454834,0.028558662751454834
Morgan_797,TOPOLOGICAL,-0.028431375667400366,0.028431375667400366
Morgan_829,TOPOLOGICAL,0.028378854432136124,0.028378854432136124
Morgan_90,TOPOLOGICAL,-0.028361228893745052,0.028361228893745052
Morgan_958,TOPOLOGICAL,-0.028119886655064593,0.028119886655064593
Morgan_579,TOPOLOGICAL,-0.028101907415428434,0.028101907415428434
Morgan_311,TOPOLOGICAL,0.027951724358978684,0.027951724358978684
Morgan_580,TOPOLOGICAL,-0.027629006293341602,0.027629006293341602
Morgan_970,TOPOLOGICAL,0.027523970561417137,0.027523970561417137
fr_sulfonamd,COMPOSITIONAL,-0.02749890774665127,0.02749890774665127
Morgan_537,TOPOLOGICAL,0.02732523453405737,0.02732523453405737
Morgan_684,TOPOLOGICAL,0.027201588234209317,0.027201588234209317
Morgan_1022,TOPOLOGICAL,0.027127172144817663,0.027127172144817663
Morgan_635,TOPOLOGICAL,0.026957486738415592,0.026957486738415592
Morgan_774,TOPOLOGICAL,0.026899344642723446,0.026899344642723446
Morgan_683,TOPOLOGICAL,0.026759222275229956,0.026759222275229956
Morgan_230,TOPOLOGICAL,-0.0267573524037031,0.0267573524037031
Morgan_75,TOPOLOGICAL,0.026724317947215866,0.026724317947215866
fr_sulfone,COMPOSITIONAL,-0.026696570245599526,0.026696570245599526
MACCS_120,TOPOLOGICAL,0.026551743897635715,0.026551743897635715
Morgan_1014,TOPOLOGICAL,0.02652310843055134,0.02652310843055134
Morgan_135,TOPOLOGICAL,0.026519239823986504,0.026519239823986504
Morgan_1020,TOPOLOGICAL,0.026507418724865957,0.026507418724865957
Morgan_727,TOPOLOGICAL,0.026486757517856247,0.026486757517856247
Morgan_137,TOPOLOGICAL,-0.026462317431404352,0.026462317431404352
Morgan_215,TOPOLOGICAL,0.026436892941644922,0.026436892941644922
MACCS_83,TOPOLOGICAL,0.02640098431919645,0.02640098431919645
Morgan_133,TOPOLOGICAL,-0.026344881316707435,0.026344881316707435
Morgan_827,TOPOLOGICAL,0.026319370441271958,0.026319370441271958
MACCS_33,TOPOLOGICAL,-0.026309849840846777,0.026309849840846777
Morgan_733,TOPOLOGICAL,0.02623539557050616,0.02623539557050616
Morgan_770,TOPOLOGICAL,0.026188931657672346,0.026188931657672346
Morgan_302,TOPOLOGICAL,0.02610242181622971,0.02610242181622971
Morgan_149,TOPOLOGICAL,0.02608371225512648,0.02608371225512648
Morgan_613,TOPOLOGICAL,-0.02601669377076076,0.02601669377076076
Morgan_805,TOPOLOGICAL,0.025982000434869798,0.025982000434869798
Morgan_541,TOPOLOGICAL,0.025873862889018395,0.025873862889018395
Morgan_742,TOPOLOGICAL,-0.025822808343178405,0.025822808343178405
Morgan_948,TOPOLOGICAL,0.025810029381130806,0.025810029381130806
Morgan_602,TOPOLOGICAL,0.025476905952460358,0.025476905952460358
Morgan_775,TOPOLOGICAL,0.025376012900909607,0.025376012900909607
Morgan_762,TOPOLOGICAL,-0.02521660684890722,0.02521660684890722
Morgan_866,TOPOLOGICAL,0.02514861054121868,0.02514861054121868
Morgan_58,TOPOLOGICAL,0.02500937138169218,0.02500937138169218
Morgan_584,TOPOLOGICAL,0.02492852977383986,0.02492852977383986
Morgan_39,TOPOLOGICAL,-0.0248555061919372,0.0248555061919372
Morgan_992,TOPOLOGICAL,0.024766625991675187,0.024766625991675187
Morgan_317,TOPOLOGICAL,0.024761403588481713,0.024761403588481713
Morgan_510,TOPOLOGICAL,0.024687346264362236,0.024687346264362236
Morgan_300,TOPOLOGICAL,0.024616458976480265,0.024616458976480265
Morgan_198,TOPOLOGICAL,0.02451859569489613,0.02451859569489613
Morgan_615,TOPOLOGICAL,0.02451185975451532,0.02451185975451532
Morgan_976,TOPOLOGICAL,0.02448768632165891,0.02448768632165891
Morgan_681,TOPOLOGICAL,0.024443841580056073,0.024443841580056073
Morgan_139,TOPOLOGICAL,-0.024337749120910142,0.024337749120910142
Morgan_651,TOPOLOGICAL,0.024333230429144863,0.024333230429144863
fr_thiophene,COMPOSITIONAL,-0.024212904825357512,0.024212904825357512
Morgan_502,TOPOLOGICAL,0.024197173266238922,0.024197173266238922
Morgan_246,TOPOLOGICAL,-0.024169551947416025,0.024169551947416025
Morgan_385,TOPOLOGICAL,-0.02416745072353619,0.02416745072353619
Morgan_414,TOPOLOGICAL,0.02399885593002361,0.02399885593002361
Morgan_446,TOPOLOGICAL,0.02394954215666162,0.02394954215666162
Morgan_188,TOPOLOGICAL,0.02387683460062394,0.02387683460062394
num_B,COMPOSITIONAL,-0.023848008385603952,0.023848008385603952
Morgan_627,TOPOLOGICAL,0.023764779067929398,0.023764779067929398
