Feature,Pearson_r,Pearson_p,Spearman_r,Spearman_p,Abs_Pearson,Abs_Spearman,Quadratic_R2
Morgan_20,-0.06663476864954337,7.998528035098667e-09,-0.05683840963110982,8.701494374646356e-07,0.06663476864954337,0.05683840963110982,0.004440192392978104
Morgan_52,-0.06650143052061203,8.566209551117162e-09,-0.06006794576175379,2.004471596106484e-07,0.06650143052061203,0.06006794576175379,0.004422440261287575
Morgan_731,-0.0663130431414902,9.435487956299476e-09,-0.07024816039768936,1.186547062929939e-09,0.0663130431414902,0.07024816039768936,0.004397419690684967
Morgan_94,-0.06616935361378296,1.015556633834064e-08,-0.0636612230018464,3.577396220240097e-08,0.06616935361378296,0.0636612230018464,0.004378383357665827
AUTOCORR2D_185,0.06608190468132683,1.0619649483249587e-08,0.09498427442915225,1.8388536545741692e-16,0.06608190468132683,0.09498427442915225,0.005029821112076616
Morgan_862,-0.06602474072093192,1.0934082460059755e-08,-0.0584395751786137,4.2425190661449036e-07,0.06602474072093192,0.0584395751786137,0.004359266387266247
fr_hdrzone,-0.06587997091111569,1.1771402318422622e-08,-0.03938933386425903,0.0006558061162072854,0.06587997091111569,0.03938933386425903,0.005838996941516239
Morgan_806,0.06552247395014771,1.411481044495233e-08,0.06386937884711037,3.2281050215253504e-08,0.06552247395014771,0.06386937884711037,0.004293194592547733
fr_aldehyde,0.06543175551624836,1.4778082461381376e-08,0.06490805212689663,1.9241140402647724e-08,0.06543175551624836,0.06490805212689663,0.004379247485140292
num_Br,-0.06521791556211554,1.646353759321904e-08,-0.020425767107895097,0.07732001158866196,0.06521791556211554,0.020425767107895097,0.007354125135415779
fr_alkyl_halide,-0.06511700237757077,1.7322368038550772e-08,-0.0032188182907627876,0.7807512876807251,0.06511700237757077,0.0032188182907627876,0.005855989667244099
MACCS_157,0.06496621651329057,1.8687227032291616e-08,0.056516542796757156,1.0030545010227458e-06,0.06496621651329057,0.056516542796757156,0.00422060928805168
PEOE_VSA4,-0.06489730878652711,1.9345181130763633e-08,-0.03626336202950915,0.0017079289677336055,0.06489730878652711,0.03626336202950915,0.0054569216948060495
Morgan_822,-0.06475797593587126,2.0744986587921565e-08,-0.06272602419260817,5.6535787418554726e-08,0.06475797593587126,0.06272602419260817,0.004193595447310794
PEOE_VSA12,0.06463172748623848,2.2097882712276026e-08,0.059006154145522655,3.275532724711224e-07,0.06463172748623848,0.059006154145522655,0.005696641975179828
Morgan_358,-0.06440592749906768,2.473411885505707e-08,-0.054057201117626616,2.8985071534460953e-06,0.06440592749906768,0.054057201117626616,0.004148123497015099
MACCS_98,0.06424821382464463,2.6753872101816435e-08,0.0497391340445109,1.6794404246080948e-05,0.06424821382464463,0.0497391340445109,0.004127832979657131
Morgan_492,0.0641282464398954,2.8396486454857375e-08,0.06779200529049305,4.386986428340146e-09,0.0641282464398954,0.06779200529049305,0.004112431991455834
MACCS_69,0.06387487364616029,3.219348090125556e-08,0.060268726906369884,1.8250117204019123e-07,0.06387487364616029,0.060268726906369884,0.004079999483312946
num_O,0.06380902960958201,3.3258152343902664e-08,0.057562184229555974,6.303498752207468e-07,0.06380902960958201,0.057562184229555974,0.006541659581486892
MACCS_93,0.0637096336290293,3.493029987146599e-08,0.04934943985381414,1.9549664733396923e-05,0.0637096336290293,0.04934943985381414,0.004058917417145147
Morgan_55,-0.06368826127456349,3.5300354379070496e-08,-0.05611190817805682,1.1980183879410118e-06,0.06368826127456349,0.05611190817805682,0.004056194624177056
Morgan_270,-0.06331576774919495,4.239470719502192e-08,-0.05806869397596824,5.01891912960899e-07,0.06331576774919495,0.05806869397596824,0.004008886445669768
Morgan_933,-0.06323040333278794,4.420543574639228e-08,-0.05266100113161142,5.191601585392724e-06,0.06323040333278794,0.05266100113161142,0.003998083905626948
AUTOCORR2D_58,-0.06301797174124363,4.9042916126867666e-08,0.004501955824546262,0.6970560680025166,0.06301797174124363,0.004501955824546262,0.005345208632341336
AUTOCORR2D_140,-0.06242089464104393,6.554924543134853e-08,-0.02536995836567218,0.028224063882517886,0.06242089464104393,0.02536995836567218,0.014810957349123965
MACCS_86,0.06231174525012277,6.90997759368701e-08,0.05682227088266317,8.763889763448931e-07,0.06231174525012277,0.05682227088266317,0.0038827535961160065
NumSaturatedHeterocycles,0.06209221265037896,7.681363668476419e-08,0.07556988917383312,5.986318638700111e-11,0.06209221265037896,0.07556988917383312,0.006279391276349022
Morgan_252,-0.061907549560408906,8.39422453482143e-08,-0.06318111605992494,4.5284808008715377e-08,0.061907549560408906,0.06318111605992494,0.0038325446925744355
Morgan_24,-0.061880177029645544,8.505197922248774e-08,-0.06677746364249493,7.4315360944087224e-09,0.061880177029645544,0.06677746364249493,0.0038291563092203162
MACCS_40,0.061813095848390606,8.783196167051092e-08,0.06673045637714102,7.613858943005422e-09,0.061813095848390606,0.06673045637714102,0.0038208588183621384
MACCS_92,0.06170034040790745,9.270412126019381e-08,0.05715414148480376,7.563463200339365e-07,0.06170034040790745,0.05715414148480376,0.0038069320064515466
Morgan_307,-0.06163195621002962,9.578536354379321e-08,-0.0667351484408746,7.595466654795831e-09,0.06163195621002962,0.0667351484408746,0.0037984980262750767
Morgan_259,-0.061589241421355745,9.776004481503921e-08,-0.06424356265099025,2.681580267923197e-08,0.061589241421355745,0.06424356265099025,0.003793234658858058
fr_nitro_arom,-0.06101012638818523,1.2874756120763054e-07,-0.07778744052247771,1.6203940601885774e-11,0.06101012638818523,0.07778744052247771,0.004088161244998667
MACCS_50,-0.060891231108515326,1.361935800513128e-07,-0.08629804508965769,7.640866815421004e-14,0.060891231108515326,0.08629804508965769,0.00370774202591051
EState_VSA1,0.060751385855100926,1.4548530336871121e-07,0.09385562607139075,4.1571829725158646e-16,0.060751385855100926,0.09385562607139075,0.007058494507943713
MACCS_39,0.06070654497522543,1.485923512943082e-07,0.06540600124463183,1.4971832388316196e-08,0.06070654497522543,0.06540600124463183,0.00368528460282902
MACCS_52,-0.06068275827334847,1.5026649108444507e-07,-0.052487141336236665,5.5768797739212255e-06,0.06068275827334847,0.052487141336236665,0.0036823971516614096
Morgan_473,0.06034909103919527,1.7576221009178142e-07,0.061073696918556686,1.2492949760621076e-07,0.06034909103919527,0.061073696918556686,0.00364201278925691
Morgan_191,-0.06032080503633856,1.7810624295091177e-07,-0.06904883938405203,2.259438917127655e-09,0.06032080503633856,0.06904883938405203,0.003638599520231822
Morgan_662,-0.0602705341064312,1.8234692011176702e-07,-0.057170224494817054,7.509507069516992e-07,0.0602705341064312,0.057170224494817054,0.0036325372814743906
Morgan_456,0.060134828691206836,1.9428757621116203e-07,0.04136175845989584,0.0003459852946864393,0.060134828691206836,0.04136175845989584,0.003616197621720496
fr_aryl_methyl,-0.060126815665989396,1.950157765359975e-07,-0.03868678468632841,0.0008180997813685843,0.060126815665989396,0.03868678468632841,0.006290431258835216
Morgan_677,-0.05998984787440009,2.0787853524137685e-07,-0.05686743027753793,8.590369595411814e-07,0.05998984787440009,0.05686743027753793,0.0035987818479935596
MACCS_68,0.05920377369809156,2.9912844727340925e-07,0.06629972977164995,9.500063040249968e-09,0.05920377369809156,0.06629972977164995,0.0035050868200948715
MACCS_142,0.05890822714532684,3.425878361036112e-07,0.0407961152646997,0.00041679777023185155,0.05890822714532684,0.0407961152646997,0.0034701792254052677
Morgan_511,0.058906208251696845,3.429046938658769e-07,0.05284293152499851,4.81577564781606e-06,0.058906208251696845,0.05284293152499851,0.003469941370592089
Morgan_1004,0.05888391588543457,3.464222536282923e-07,0.05345677285774837,3.7306448509121924e-06,0.05888391588543457,0.05345677285774837,0.003467315550002792
Morgan_973,-0.05883804511506298,3.5377017738692807e-07,-0.06339966778878794,4.068520471045942e-08,0.05883804511506298,0.06339966778878794,0.003461915552962269
Morgan_145,-0.05869500173159958,3.7766248669382224e-07,-0.06787782520794565,4.194218404771287e-09,0.05869500173159958,0.06787782520794565,0.003445103228272517
MACCS_112,-0.05860959827797076,3.9266173157544174e-07,-0.09188747097673443,1.6847178887937237e-15,0.05860959827797076,0.09188747097673443,0.0034350850103049835
MinEStateIndex,-0.058126081881875416,4.890410262493485e-07,-0.09744892531559697,2.994849658758937e-17,0.058126081881875416,0.09744892531559697,0.01093884631213804
PEOE_VSA11,-0.058117868064368805,4.908606959946782e-07,-0.03324025199357735,0.0040381838339240425,0.058117868064368805,0.03324025199357735,0.004522552531589286
Morgan_342,0.058016389879067,5.13887520816428e-07,0.051291173634869514,9.071461302372857e-06,0.058016389879067,0.051291173634869514,0.00336590149459981
Morgan_709,-0.05801249994023213,5.147906126152403e-07,-0.05052237986433742,1.2334486685065596e-05,0.05801249994023213,0.05052237986433742,0.003365450149315441
Morgan_622,-0.05783843924449579,5.568044354373447e-07,-0.08427431464449103,2.8690659425861494e-13,0.05783843924449579,0.08427431464449103,0.0033452850542391444
Morgan_859,-0.05761586308878563,6.1536310434544e-07,-0.0453026410065945,8.87525143504994e-05,0.05761586308878563,0.0453026410065945,0.0033195876794656076
Morgan_249,-0.05734775438555105,6.938023018488761e-07,-0.06316623093845596,4.5615778643801624e-08,0.05734775438555105,0.06316623093845596,0.0032887649330654023
Morgan_598,-0.05682645242516873,8.747681926601159e-07,-0.07908371305254709,7.421301686090333e-12,0.05682645242516873,0.07908371305254709,0.0032292456952297544
Morgan_354,-0.05673013295409546,9.128445478822393e-07,-0.05906665725577168,3.185847831357787e-07,0.05673013295409546,0.05906665725577168,0.0032183079849892327
Morgan_260,-0.05656131008537985,9.834636015565298e-07,-0.05300068837758169,4.511105563817024e-06,0.05656131008537985,0.05300068837758169,0.0031991817985743687
Morgan_963,0.05648383241510217,1.0176060057084307e-06,0.061554120188504244,9.94131423613242e-08,0.05648383241510217,0.061554120188504244,0.003190423324297198
fr_nitro_arom_nonortho,-0.05645279913141986,1.0315990897516282e-06,-0.07054812738846733,1.0083245437511827e-09,0.05645279913141986,0.07054812738846733,0.003523936515816728
Morgan_755,-0.05640662086303828,1.052764426478084e-06,-0.05250527205078435,5.535458032570441e-06,0.05640662086303828,0.05250527205078435,0.003181706877186441
Morgan_904,-0.056253891873819614,1.1257837747971604e-06,-0.061967332918693954,8.156704192355324e-08,0.056253891873819614,0.061967332918693954,0.0031645003509513936
Morgan_180,-0.05623285858541333,1.1362136945527018e-06,-0.061436128576772296,1.0516727709126659e-07,0.05623285858541333,0.061436128576772296,0.003162134384687154
MACCS_115,-0.05608820960944104,1.210501321941166e-06,-0.07803295259213303,1.3989638808482585e-11,0.05608820960944104,0.07803295259213303,0.003145887257192559
Morgan_775,-0.05568624950087482,1.442284070962455e-06,-0.06055096266129933,1.5987808719086455e-07,0.05568624950087482,0.06055096266129933,0.0031009583834736842
AUTOCORR2D_80,-0.055641394589222216,1.4706506014567765e-06,0.04638262067865062,5.995631161200734e-05,0.055641394589222216,0.04638262067865062,0.007978697060344042
Morgan_89,-0.0555912899096772,1.5029712392690213e-06,-0.03983293216245231,0.0005693246646128296,0.0555912899096772,0.03983293216245231,0.003090391513821733
MACCS_60,0.055459816528618706,1.5910589465525777e-06,0.03798671276164504,0.0010162337990403886,0.055459816528618706,0.03798671276164504,0.003075791249387838
Morgan_406,-0.05534131115046694,1.674692919626043e-06,-0.05225248397860866,6.140477542760157e-06,0.05534131115046694,0.05225248397860866,0.003062660719852617
Morgan_374,-0.054853832036706136,2.0653338922274864e-06,-0.05424992615942125,2.6714723888041163e-06,0.054853832036706136,0.05424992615942125,0.0030089428891110215
Morgan_784,-0.05481231871865096,2.102372797122455e-06,-0.0566024986485983,9.657644886203196e-07,0.05481231871865096,0.0566024986485983,0.003004390283315117
Morgan_204,-0.05478319864012965,2.128733990343058e-06,-0.054011833233412763,2.954582573449505e-06,0.05478319864012965,0.054011833233412763,0.0030011988532437917
Morgan_326,-0.05468661432494598,2.2184589909838263e-06,-0.0645277969313478,2.3275528474481772e-08,0.05468661432494598,0.0645277969313478,0.0029906257863253627
MACCS_51,0.05465971187005476,2.2440904315958593e-06,0.03656180930060405,0.0015634025643878906,0.05465971187005476,0.03656180930060405,0.002987684101717236
MACCS_61,0.05454252836424986,2.3590919572693255e-06,0.036879654799378506,0.0014219277857262114,0.05454252836424986,0.036879654799378506,0.0029748874003648895
Morgan_540,-0.054413322335760954,2.492446688066998e-06,-0.0619822713077256,8.098377517344414e-08,0.054413322335760954,0.0619822713077256,0.00296080964761547
Morgan_1012,-0.054402631640673146,2.503799016417475e-06,-0.05022007010710986,1.3902281819994538e-05,0.054402631640673146,0.05022007010710986,0.0029596463294307984
Morgan_7,-0.05437949733496384,2.5285351998525276e-06,-0.06680598521315682,7.322988672677211e-09,0.05437949733496384,0.06680598521315682,0.002957129730403296
Morgan_127,-0.05424655038257267,2.675298102205701e-06,-0.04703844050336832,4.70563248195154e-05,0.05424655038257267,0.04703844050336832,0.0029426882284090405
Morgan_429,-0.05418320487524687,2.7480689356883693e-06,-0.05713518221484911,7.627548343930249e-07,0.05418320487524687,0.05713518221484911,0.002935819690552899
Morgan_814,0.05414653154325412,2.7910630489647032e-06,0.05568789712308136,1.4412521850640454e-06,0.05414653154325412,0.05568789712308136,0.0029318468781647233
Morgan_236,-0.053913499600939684,3.079718331609426e-06,-0.055258717194777644,1.7354639571216248e-06,0.053913499600939684,0.055258717194777644,0.0029066654392205793
Morgan_1005,0.05358926190922314,3.529356797733006e-06,0.05441552712288017,2.4901116019631795e-06,0.05358926190922314,0.05441552712288017,0.0028718089919752554
Morgan_927,-0.05340823193869321,3.8071102637046874e-06,-0.06498591457594995,1.8503170874708347e-08,0.05340823193869321,0.06498591457594995,0.0028524392388170616
AUTOCORR2D_136,-0.053401055171867884,3.818542340345955e-06,-0.07034678921774774,1.124801568927345e-09,0.053401055171867884,0.07034678921774774,0.004615100381975656
fr_Ar_N,0.053198011219227063,4.1559533010680875e-06,0.03092933177890334,0.007468962266111258,0.053198011219227063,0.03092933177890334,0.0029095187202976547
MaxEStateIndex,0.053170369981395134,4.204038407618751e-06,-0.1461034099088951,5.753007560712727e-37,0.053170369981395134,0.1461034099088951,0.07861118035835457
MaxAbsEStateIndex,0.053164540240442294,4.2142477539165525e-06,-0.14615777233042576,5.412189492743829e-37,0.053164540240442294,0.14615777233042576,0.07861766163825012
fr_C_O_noCOO,-0.05280381351659662,4.894317417734577e-06,-0.04642765018448842,5.8973032702079555e-05,0.05280381351659662,0.04642765018448842,0.004746987772171085
MACCS_149,-0.05252847913855774,5.48286825737688e-06,-0.0728765069518335,2.7866059126264777e-10,0.05252847913855774,0.0728765069518335,0.002759241120609768
fr_Ar_COO,0.052447812726299975,5.66775264486445e-06,0.038222725527643886,0.0009449487666747768,0.052447812726299975,0.038222725527643886,0.002755316484432946
Morgan_819,-0.052163383151310305,6.368432675913069e-06,-0.0556046158658773,1.4943091354276003e-06,0.052163383151310305,0.0556046158658773,0.002721018541790521
Morgan_897,0.052072247605993376,6.609956808714026e-06,0.052179392758541804,6.326885875200049e-06,0.052072247605993376,0.052179392758541804,0.0027115189707398457
MACCS_147,-0.05164580252677185,7.861331497868472e-06,-0.07859734223340764,9.96247670989657e-12,0.05164580252677185,0.07859734223340764,0.002667288918634214
MACCS_20,-0.051252655909141694,9.213129886149104e-06,-0.04977036147348094,1.659041428543591e-05,0.051252655909141694,0.04977036147348094,0.002626834737740835
Morgan_950,0.05124506629834969,9.24129268211283e-06,0.04661350314478486,5.507394021775987e-05,0.05124506629834969,0.04661350314478486,0.002626056819922229
Morgan_1,0.05119251728403304,9.438554364029942e-06,0.047064250488493796,4.6606846018134604e-05,0.05119251728403304,0.047064250488493796,0.002620673825875941
Morgan_463,0.05116437349794069,9.54584952559721e-06,0.051935202959550716,6.989708016051404e-06,0.05116437349794069,0.051935202959550716,0.0026177931154366396
Morgan_655,-0.05114489300918548,9.620797972834314e-06,-0.04297177204160274,0.00020112805738506173,0.05114489300918548,0.04297177204160274,0.0026158000809208826
Morgan_636,-0.0510932709109265,9.82213436124799e-06,-0.0449673844141549,0.00010007426497539322,0.0510932709109265,0.0449673844141549,0.002610522332377241
MACCS_28,0.05099011462146253,1.0236582980404418e-05,0.04297498414980759,0.00020090679926138667,0.05099011462146253,0.04297498414980759,0.0025999917891098567
Morgan_171,-0.050960062480377516,1.0360429912223753e-05,-0.06899581496312479,2.324130892323047e-09,0.050960062480377516,0.06899581496312479,0.002596927968003815
Morgan_137,-0.05072892823170924,1.1361921343667397e-05,-0.04490695688427915,0.0001022547276658436,0.05072892823170924,0.04490695688427915,0.0025734241595377627
Morgan_403,0.050698349970662374,1.1501139156654738e-05,0.051325311014877,8.947645295717925e-06,0.050698349970662374,0.051325311014877,0.0025703226897477727
MACCS_55,0.050679276490892516,1.1588800436652559e-05,0.03262664203452879,0.0047716272974409266,0.050679276490892516,0.03262664203452879,0.0025683890656403863
MACCS_34,0.05047804244110583,1.2553370342735763e-05,0.044257803604021734,0.00012868553015693107,0.05047804244110583,0.044257803604021734,0.0025480327686860926
Morgan_525,-0.050385129181692856,1.3024141669937765e-05,-0.05938703573313959,2.7490761598597875e-07,0.050385129181692856,0.05938703573313959,0.002538661242655782
NumHeterocycles,0.050166001521163794,1.4202011729432718e-05,0.048287046835359476,2.941604587210589e-05,0.050166001521163794,0.048287046835359476,0.0047641924938006674
Morgan_67,-0.05014012280962153,1.4347641592041504e-05,-0.06135234075927137,1.0944770880661164e-07,0.05014012280962153,0.06135234075927137,0.0025140319153637014
Morgan_825,0.050088551021327046,1.4642113662324654e-05,0.04872595194192657,2.4871679965338697e-05,0.050088551021327046,0.04872595194192657,0.0025088629434160126
Morgan_555,-0.05008512720352339,1.466186608522205e-05,-0.06432015360420694,2.581347990266593e-08,0.05008512720352339,0.06432015360420694,0.0025085199669931946
Morgan_428,0.04983732758178627,1.6160896516040456e-05,0.03632126021804282,0.0016789651669711085,0.04983732758178627,0.03632126021804282,0.0024837592204940417
Morgan_114,-0.049737206428506056,1.6807074197678963e-05,-0.05679421449577876,8.873387667491608e-07,0.049737206428506056,0.05679421449577876,0.0024737897033116907
Morgan_88,-0.04972390305695845,1.6894764050187737e-05,-0.06686576790112661,7.10044623094644e-09,0.04972390305695845,0.06686576790112661,0.002472466535217599
MACCS_118,-0.04972354735665083,1.68971146398635e-05,-0.07446916150458786,1.1296825475404577e-10,0.04972354735665083,0.07446916150458786,0.002472431161728794
Morgan_290,-0.0491648551593908,2.1000184599663493e-05,-0.044738113108363606,0.0001085873565604678,0.0491648551593908,0.044738113108363606,0.0024171829828436575
Morgan_858,-0.048978976197221885,2.2564046125338154e-05,-0.04111524633810592,0.0003753373412564048,0.048978976197221885,0.04111524633810592,0.0023989401093279517
Morgan_842,0.048933755707052544,2.2960927632891966e-05,0.040628164027567006,0.0004402981229623449,0.048933755707052544,0.040628164027567006,0.0023945124475972523
MACCS_58,0.04859368829912142,2.616559793321766e-05,0.030924900112237676,0.007477510748776167,0.04859368829912142,0.030924900112237676,0.002361346542512077
Morgan_739,-0.048478230413839585,2.7347196961856544e-05,-0.05263925892594396,5.238350425875265e-06,0.048478230413839585,0.05263925892594396,0.002350138824057435
Morgan_133,-0.04846862554311604,2.7447746273176962e-05,-0.047112150657445534,4.578343428219181e-05,0.04846862554311604,0.047112150657445534,0.0023492076620387214
MACCS_133,-0.048448792477826394,2.765648340411138e-05,-0.0772562714654242,2.2233841243010155e-11,0.048448792477826394,0.0772562714654242,0.00234728549255947
Morgan_714,-0.048297641605446945,2.9297607578164776e-05,-0.07216921200345758,4.1360741544498036e-10,0.048297641605446945,0.07216921200345758,0.0023326621846482265
MACCS_79,0.04823731860439234,2.9978060498163113e-05,0.039711869620140255,0.0005918080903924014,0.04823731860439234,0.039711869620140255,0.002326838906141493
Morgan_139,0.048197900133474886,3.043079114241753e-05,0.03719376793473042,0.0012937943562449478,0.048197900133474886,0.03719376793473042,0.0023230375772763656
Morgan_396,-0.048133075505428974,3.1189474129042995e-05,-0.04309214892221828,0.00019299070842653207,0.048133075505428974,0.04309214892221828,0.0023167929576113355
Morgan_874,0.04804404528834631,3.226078224962499e-05,0.04988944181264981,1.5833992181493695e-05,0.04804404528834631,0.04988944181264981,0.002308230287668578
AUTOCORR2D_72,-0.04803179189844435,3.241093628507425e-05,0.07499586570004212,8.345940627342479e-11,0.04803179189844435,0.07499586570004212,0.0023141321726776187
Morgan_607,-0.047969100107464774,3.3189610054093576e-05,-0.05015989410992122,1.4236252967755042e-05,0.047969100107464774,0.05015989410992122,0.002301034565119764
Morgan_830,-0.04784068735424061,3.484039909476157e-05,-0.05801263624653134,5.147589417659992e-07,0.04784068735424061,0.05801263624653134,0.0022887313665261866
Morgan_434,-0.04783921768054406,3.48597359230008e-05,-0.030174781778173326,0.009057286393901149,0.04783921768054406,0.030174781778173326,0.0022885907482863566
Morgan_210,0.04764566170570267,3.749739118008699e-05,0.049454813501695116,1.876491755170983e-05,0.04764566170570267,0.049454813501695116,0.002270109079374194
Morgan_1001,-0.047643916817739725,3.752200919820836e-05,-0.04584125625951192,7.305983374384678e-05,0.047643916817739725,0.04584125625951192,0.002269942809735692
Morgan_105,-0.04750252832957227,3.9568597401482495e-05,-0.060878271692006325,1.3702991862817072e-07,0.04750252832957227,0.060878271692006325,0.0022564901977016882
MACCS_65,0.04729240277323005,4.28068098035995e-05,0.027857241898652196,0.01598078955611378,0.04729240277323005,0.027857241898652196,0.002236571360065276
Morgan_128,0.047281126295654494,4.2987510355429e-05,0.03914263452678408,0.0007090373108058802,0.047281126295654494,0.03914263452678408,0.0022355049037855457
Morgan_860,-0.04712074701885805,4.563712889128844e-05,-0.06354228294734965,3.79315271094945e-08,0.04712074701885805,0.06354228294734965,0.002220364799615071
Morgan_716,-0.04709625210004517,4.6055191610191545e-05,-0.060092026287019144,1.982080324774877e-07,0.04709625210004517,0.060092026287019144,0.00221805696187094
Morgan_534,-0.046987848441519306,4.794933044880026e-05,-0.050448794182020355,1.26997855093716e-05,0.046987848441519306,0.050448794182020355,0.0022078579011630683
Morgan_299,0.04665403451412103,5.4256675622381964e-05,0.04806190725203651,3.204308346700535e-05,0.04665403451412103,0.04806190725203651,0.002176598936444729
num_N,0.04652760462083521,5.684467961876673e-05,0.08819705273416127,2.146764771243451e-14,0.04652760462083521,0.08819705273416127,0.02414552239884149
Morgan_979,0.046420322857158566,5.9131987678998755e-05,0.04531793088554825,8.826617907826656e-05,0.046420322857158566,0.04531793088554825,0.0021548463741628554
Morgan_1010,-0.046041204051553486,6.793279106651275e-05,-0.050166294855304744,1.4200369127799962e-05,0.046041204051553486,0.050166294855304744,0.002119792470516635
fr_ArN,0.046036372199571754,6.805257140383502e-05,0.04989159758198075,1.5820606053940253e-05,0.046036372199571754,0.04989159758198075,0.004045126064919913
NumAmideBonds,0.04597706128291526,6.95392464562656e-05,0.05915486562297583,3.059329285360353e-07,0.04597706128291526,0.05915486562297583,0.004584392122133796
fr_amide,0.04597706128291526,6.95392464562656e-05,0.05915486562297583,3.059329285360353e-07,0.04597706128291526,0.05915486562297583,0.004584392122133796
Morgan_146,-0.04594467702169884,7.036389702440295e-05,-0.051061174547946155,9.949338471368535e-06,0.04594467702169884,0.051061174547946155,0.0021109133466281627
Morgan_855,0.045783654558225334,7.460343009772008e-05,0.04422074352608122,0.000130373833253629,0.045783654558225334,0.04422074352608122,0.0020961430247068424
Morgan_913,0.04567961393182672,7.746993376267557e-05,0.04281429168104435,0.0002122607167600166,0.04567961393182672,0.04281429168104435,0.002086627128960794
AUTOCORR2D_57,-0.045645691893616606,7.842683769831943e-05,0.02592356223293307,0.02495794653109254,0.045645691893616606,0.02592356223293307,0.004828734726767148
fr_nitroso,0.04563804105832761,7.864419816337736e-05,0.049803793809081356,1.6374638707173826e-05,0.04563804105832761,0.049803793809081356,0.00208283079164151
MACCS_42,-0.0455686013894834,8.06431864441537e-05,-0.054129455946864594,2.8113011807381406e-06,0.0455686013894834,0.054129455946864594,0.002076497432593527
Morgan_809,-0.04548654836087507,8.30671733753766e-05,-0.0523058315520351,6.007751990754659e-06,0.04548654836087507,0.0523058315520351,0.0020690260817859407
MACCS_23,0.04540221094175792,8.563029178402596e-05,0.03770081137555258,0.0011092445684899623,0.04540221094175792,0.03770081137555258,0.0020613607583997995
MACCS_119,-0.04530052589946959,8.88199898954495e-05,-0.054468898905540596,2.4342220179885244e-06,0.04530052589946959,0.054468898905540596,0.0020521376467685926
Morgan_512,-0.045041823530632887,9.744851885782294e-05,-0.06007522309525807,1.9976791233795843e-07,0.045041823530632887,0.06007522309525807,0.0020287658669645436
Morgan_433,0.044918470380373485,0.00010183584840914768,0.03442143369887259,0.002907129816335386,0.044918470380373485,0.03442143369887259,0.0020176689813122817
Morgan_527,-0.04485167899490211,0.00010428856640630833,-0.041004002768485495,0.00038933118155378316,0.04485167899490211,0.041004002768485495,0.0020116731086616824
Morgan_579,0.04480975076224311,0.00010585662285434407,0.03733322344219958,0.0012403968773773257,0.04480975076224311,0.03733322344219958,0.0020079137633742805
Morgan_316,0.04477941277806641,0.00010700506229212278,0.04653975582394741,5.65909573136558e-05,0.04477941277806641,0.04653975582394741,0.0020051958087483612
Morgan_890,-0.04476630297468205,0.00010750496006534242,-0.04720897372018845,4.4160960437675446e-05,0.04476630297468205,0.04720897372018845,0.0020040218820209788
Morgan_323,-0.04475671087769631,0.00010787211688618102,-0.041322047153320385,0.0003505639149185709,0.04475671087769631,0.041322047153320385,0.0020031631685893947
NumAromaticHeterocycles,0.04472565109780291,0.00010906912560328692,0.03233972913472053,0.005154281114611708,0.04472565109780291,0.03233972913472053,0.002884793061680213
Morgan_981,0.04457596953288369,0.00011501544759115385,0.04249671266461934,0.00023649344058941941,0.04457596953288369,0.04249671266461934,0.0019870170597965364
Morgan_1006,-0.044530743832135955,0.00011687140357639673,-0.044747231944656254,0.00010823610393438441,0.044530743832135955,0.044747231944656254,0.0019829871462432314
MACCS_83,0.04448668183499449,0.00011870673244972358,0.030281667220508436,0.008815350780263487,0.04448668183499449,0.030281667220508436,0.0019790648606879957
Morgan_568,-0.04407757767461664,0.0001370939109761641,-0.05311468891760994,4.302525319997957e-06,0.04407757767461664,0.05311468891760994,0.0019428328536617023
Morgan_343,0.0438091905576779,0.00015057966418853078,0.04175891334466235,0.0003031713857907201,0.0438091905576779,0.04175891334466235,0.0019192451773188957
Morgan_440,0.0436707248762758,0.00015801621084555884,0.04285840173774522,0.00020908549481160832,0.0436707248762758,0.04285840173774522,0.0019071322112192979
Morgan_41,0.04362207963256935,0.000160709832247087,0.042749555898248505,0.00021700273232526024,0.04362207963256935,0.042749555898248505,0.0019028858314699137
Morgan_532,-0.043571371145765536,0.00016356365055437765,-0.05221459737664116,6.23643585788098e-06,0.043571371145765536,0.05221459737664116,0.001898464383522036
Morgan_339,0.04340598782732749,0.0001732060568961416,0.04415240537102758,0.00013354189171685372,0.04340598782732749,0.04415240537102758,0.001884079779265857
MACCS_89,0.04332384604545036,0.00017819150498463523,0.037440526680985756,0.001200703769391621,0.04332384604545036,0.037440526680985756,0.0018769556361697415
Morgan_66,-0.043282738206091506,0.00018073682541655225,-0.0407209442667174,0.0004271673447534932,0.043282738206091506,0.0407209442667174,0.0018733954266169084
fr_Ndealkylation1,0.04322041907897406,0.00018466077178790337,0.03406880478742443,0.003210066215956662,0.04322041907897406,0.03406880478742443,0.0020380936524401205
Morgan_182,-0.04299568518775819,0.0001994863348976837,-0.04564653504223415,7.840291858822523e-05,0.04299568518775819,0.04564653504223415,0.0018486289447647852
Morgan_989,0.042873616300999326,0.00020800067268232907,0.04360278613885236,0.00016179008301151645,0.042873616300999326,0.04360278613885236,0.0018381469747253965
Morgan_489,0.04284109573038337,0.00021032589788855117,0.03935062849623218,0.0006639043098854098,0.04284109573038337,0.03935062849623218,0.0018353594833798725
