iter	RMSE
583	0.4236857481
584	0.4235306734
585	0.4233073293
586	0.4230935667
587	0.4227907129
588	0.4225197164
589	0.4221090405
590	0.4218813826
591	0.4217644083
592	0.4212217016
593	0.4209110109
594	0.4206750351
595	0.4203658036
596	0.4198203242
597	0.4196018548
598	0.4192730559
599	0.4189575564
600	0.4187155052
601	0.418505963
602	0.4183400953
603	0.4179592494
604	0.417693047
605	0.4173650309
606	0.4169095183
607	0.4167001467
608	0.4163158667
609	0.4159627102
610	0.4156714835
611	0.4153592194
612	0.4149470295
613	0.4146745871
614	0.414429975
615	0.4141654094
616	0.4138149888
617	0.4134402235
618	0.4130662716
619	0.4127333726
620	0.4125280326
621	0.4122660536
622	0.4119797418
623	0.4118123452
624	0.4113953222
625	0.4111135642
626	0.4109973493
627	0.4106885979
628	0.4104810269
629	0.4101030542
630	0.4098958111
631	0.4095912677
632	0.4092805926
633	0.4089660075
634	0.4086540847
635	0.4084234048
636	0.4081193147
637	0.4079885821
638	0.4074683063
639	0.4072812817
640	0.4069141871
641	0.4067126984
642	0.4065091247
643	0.4060604843
644	0.4055218792
645	0.4053431219
646	0.4049915155
647	0.404685411
648	0.4043950457
649	0.4041691152
650	0.4039103579
651	0.4036852003
652	0.4034131375
653	0.403118959
654	0.4028890261
655	0.402581198
656	0.40231533
657	0.4019760972
658	0.4016774825
659	0.4012588501
660	0.4008415438
661	0.4005804581
662	0.4004651433
663	0.4000235481
664	0.3996935813
665	0.3993349218
666	0.3990059504
667	0.3988033284
668	0.3985333372
669	0.3983442521
670	0.3979119021
671	0.3977341083
672	0.3975706291
673	0.3973406514
674	0.3971446067
675	0.3969620368
676	0.396801319
677	0.3966036743
678	0.3961578073
679	0.3959324611
680	0.3956610004
681	0.3953705914
682	0.395075584
683	0.3947016451
684	0.3944837774
685	0.3941539841
686	0.3938497016
687	0.3936755463
688	0.3934889296
689	0.393273578
690	0.3930652905
691	0.3929404001
692	0.3925678648
693	0.392313584
694	0.3919939229
695	0.3917890883
696	0.3913775406
697	0.3910612777
698	0.3906597799
699	0.3903084578
700	0.3900215832
701	0.3898658089
702	0.3896305421
703	0.3893965207
704	0.3890776984
705	0.38889695
706	0.3885382066
707	0.3883283
708	0.3879532243
709	0.3876974756
710	0.387289647
711	0.3870700236
712	0.3865066085
713	0.3862642705
714	0.3862140867
715	0.386014027
716	0.3857850897
717	0.3854683339
718	0.3852730383
719	0.384925742
720	0.3845733016
721	0.3842283158
722	0.3838928715
723	0.3837274936
724	0.3834163479
725	0.3830752341
726	0.3828168402
727	0.3825884001
728	0.3821885974
729	0.381939499
730	0.3817558452
731	0.3814133779
732	0.3810214396
733	0.3808209454
734	0.3806275359
735	0.3803857821
736	0.3800846476
737	0.3798897432
738	0.3796341503
739	0.3793418689
740	0.3790634621
741	0.3787899178
742	0.3785880767
743	0.3784202973
744	0.3782288006
745	0.3779608516
746	0.3776957335
747	0.3774446809
748	0.3772897649
749	0.37701574
750	0.3768009889
751	0.3766065269
752	0.3764285607
753	0.3763257577
754	0.3762277763
755	0.375833213
756	0.3754813891
757	0.3752153987
758	0.3749535296
759	0.3746537495
760	0.3743460453
761	0.3741536255
762	0.3738544773
763	0.3734943937
764	0.373339168
765	0.3731030315
766	0.3728389818
767	0.3724933684
768	0.3723554113
769	0.3722192316
770	0.3719676287
771	0.3714453894
772	0.3711970662
773	0.3707395842
774	0.370387839
775	0.3700526273
776	0.369771157
777	0.3695007987
778	0.3692913752
779	0.369206433
780	0.3689200247
781	0.3687650895
782	0.3684541674
783	0.3681058905
784	0.3679152574
785	0.3676199761
786	0.3674943192
787	0.3671033807
788	0.3668237222
789	0.3666739468
790	0.3664868057
791	0.3662981922
792	0.3661608319
793	0.365881308
794	0.3656025492
795	0.3654312835
796	0.3652130671
797	0.3650342056
798	0.3647782997
799	0.3645254076
800	0.3644187954
801	0.3641941111
802	0.3638999119
803	0.3635919135
804	0.3632301109
805	0.3630683954
806	0.3628900553
807	0.3627060223
808	0.3626144235
809	0.3623976901
810	0.3622720523
811	0.3620554861
812	0.3618312403
813	0.3616525061
814	0.3613348283
815	0.3611620065
816	0.3608745339
817	0.3607536788
818	0.3603901412
819	0.3601806765
820	0.3599856035
821	0.3597121916
822	0.3596141332
823	0.3594289951
824	0.3593350564
825	0.3592665828
826	0.3590954621
827	0.3588894059
828	0.3587749945
829	0.3586168408
830	0.3584526884
831	0.3582107958
832	0.3580145666
833	0.3577488811
834	0.3576382051
835	0.3573952185
836	0.3571637354
837	0.3569779832
838	0.356802169
839	0.3565691898
840	0.3564148822
841	0.3561982429
842	0.3559308923
843	0.3557942279
844	0.3556421121
845	0.3553557166
846	0.3550561732
847	0.3548440412
848	0.3546018729
849	0.3544487171
850	0.3543244329
851	0.3541669014
852	0.3540224989
853	0.3537341311
854	0.3534065651
855	0.3532974593
856	0.3531004417
857	0.3528708658
858	0.3526530398
859	0.3524450706
860	0.3522194937
861	0.3521416876
862	0.3518042305
863	0.3516203569
864	0.3514048645
865	0.3512846745
866	0.3511616442
867	0.3509040377
868	0.3505665924
869	0.3505037264
870	0.350276138
871	0.3501145903
872	0.3499597568
873	0.3497198895
874	0.3495207562
875	0.3492750896
876	0.3491125481
877	0.3489982512
878	0.3488054733
879	0.3484793826
880	0.3483798321
881	0.3480637266
882	0.3478382996
883	0.3476542378
884	0.3473446358
885	0.3471833538
886	0.3470375264
887	0.3468741496
888	0.3467089575
889	0.3465581738
890	0.3464586923
891	0.3462941022
892	0.3459975959
893	0.3459088129
894	0.3456077113
895	0.3453601478
896	0.3452458106
897	0.3451276082
898	0.3450086217
899	0.3447466738
900	0.344536722
901	0.3443914718
902	0.344299665
903	0.3440657876
904	0.3438690167
905	0.3437490695
906	0.3435953873
907	0.3433656241
908	0.3431970055
909	0.3430762739
910	0.3428190669
911	0.3425321249
912	0.3423402554
913	0.3421570489
914	0.3418838356
915	0.3416321959
916	0.3414205379
917	0.3412984013
918	0.3411009958
919	0.3406841135
920	0.3404108522
921	0.3403389952
922	0.3401188781
923	0.3399624405
924	0.3398677617
925	0.3395883488
926	0.3394513669
927	0.3393065392
928	0.3391995658
929	0.3391066359
930	0.3388227709
931	0.3384923973
932	0.3383337528
933	0.3382051655
934	0.3380613385
935	0.3378698972
936	0.3377145396
937	0.3375588713
938	0.3373943531
939	0.3371566318
940	0.3369430785
941	0.3368235357
942	0.3367953166
943	0.3366504404
944	0.3364425722
945	0.3361980065
946	0.3361017447
947	0.3360491601
948	0.3357389898
949	0.3353877071
950	0.3351354351
951	0.3349177691
952	0.3346409258
953	0.3345939369
954	0.3345204162
955	0.3343924696
956	0.3342392304
957	0.334000548
958	0.3339367423
959	0.3337045848
960	0.3334461977
961	0.3333773683
962	0.3332338458
963	0.3329977939
964	0.3328896268
965	0.3327575167
966	0.3324929339
967	0.3322956484
968	0.3322104807
969	0.3320274797
970	0.3318313974
971	0.3316294172
972	0.3314492349
973	0.3313151042
974	0.3312555025
975	0.3311346279
976	0.3310996036
977	0.3309189599
978	0.3307192516
979	0.3304397548
980	0.3303204585
981	0.3301273947
982	0.3299966552
983	0.3297182684
984	0.3295943375
985	0.3293032626
986	0.3291475722
987	0.3289946469
988	0.3289547049
989	0.3287772355
990	0.3286439482
991	0.3283865636
992	0.3282280493
993	0.3280744303
994	0.3279001292
995	0.3277665528
996	0.3274748371
997	0.3273285229
998	0.3272066366
999	0.3270423323
1000	0.3269278119
1001	0.3267134994
1002	0.3265938729
1003	0.3264962016
1004	0.3263585
1005	0.3262239901
1006	0.3259625401
1007	0.32583928
1008	0.3256900587
1009	0.3254714734
1010	0.3251467356
1011	0.32495111
1012	0.324699333
1013	0.3246154106
1014	0.3245209327
1015	0.3242713893
1016	0.3241465553
1017	0.3239354179
1018	0.3237488058
1019	0.3236535252
1020	0.3235338282
1021	0.3233499592
1022	0.3233260637
1023	0.3231853427
1024	0.3231248703
1025	0.3229225972
1026	0.3227827333
1027	0.3224603657
1028	0.3223102263
1029	0.3220227217
1030	0.3218804721
1031	0.3217036523
1032	0.3214668075
1033	0.3213542266
1034	0.3210118617
1035	0.3208800661
1036	0.3206845638
1037	0.320460574
1038	0.3203706081
1039	0.3202141795
1040	0.3200042781
1041	0.3199600554
1042	0.3196908094
1043	0.3195062576
1044	0.3194017812
1045	0.3191597652
1046	0.3190740175
1047	0.3188678843
1048	0.3188389419
1049	0.3186934873
1050	0.3184688159
1051	0.3182334285
1052	0.3181955434
1053	0.317907327
1054	0.3177763654
1055	0.3177267371
1056	0.3175603355
1057	0.3172896933
1058	0.3170213929
1059	0.3169195175
1060	0.3167918997
1061	0.3165980765
1062	0.3163160559
1063	0.3162113532
1064	0.3161195631
1065	0.3161039681
1066	0.3159725818
1067	0.3157837374
1068	0.3155115117
1069	0.3154181851
1070	0.315280999
1071	0.3150578419
1072	0.314897039
1073	0.3147739694
1074	0.314702606
1075	0.3145570118
1076	0.3144344534
1077	0.3143081426
1078	0.3141734501
1079	0.3139761958
1080	0.3138654563
1081	0.3136864896
1082	0.3134559278
1083	0.3132936745
1084	0.3130665937
1085	0.3129954431
1086	0.3128160318
1087	0.3125145188
1088	0.312293727
1089	0.3122123816
1090	0.3120098844
1091	0.3119221887
1092	0.311687844
1093	0.3115453818
1094	0.3115039752
1095	0.3114125104
1096	0.3112550874
1097	0.3110387619
1098	0.3110076981
1099	0.3109965083
1100	0.3109068194
1101	0.3106347582
1102	0.3104315507
1103	0.3102874597
1104	0.310058952
1105	0.3098946652
1106	0.3098665243
1107	0.3096425863
1108	0.3095524287
1109	0.3093064482
1110	0.309187524
1111	0.3091059272
1112	0.3089571304
1113	0.3088220501
1114	0.3085517677
1115	0.3083158555
1116	0.308097998
1117	0.30803315
1118	0.307902128
1119	0.3077850688
1120	0.3075142568
1121	0.3073965301
1122	0.3072794414
1123	0.3070822603
1124	0.3069469232
1125	0.3068055131
1126	0.3065949276
1127	0.3065331714
1128	0.306460276
1129	0.3063064839
1130	0.3061552351
1131	0.3059901494
1132	0.3058572734
1133	0.3056555303
1134	0.3056601461
1135	0.3054804682
1136	0.3053057055
1137	0.3051556048
1138	0.3050882522
1139	0.3049878504
1140	0.3048706719
1141	0.3047988288
1142	0.3047115809
1143	0.304618453
1144	0.3045582705
1145	0.3043095969
1146	0.3041674729
1147	0.303983009
1148	0.3039347079
1149	0.3038995095
1150	0.3037212591
1151	0.3034555494
1152	0.303338918
1153	0.303164779
1154	0.3029514729
1155	0.3027596753
1156	0.3026067809
1157	0.3025479704
1158	0.3024607684
1159	0.3023537932
1160	0.3022236706
1161	0.3020352142
1162	0.3018734895
1163	0.3018459724
1164	0.3016743562
1165	0.3015831675
1166	0.3013537142
1167	0.3012725203
1168	0.3011989889
1169	0.3011191752
1170	0.3010392773
1171	0.3008964856
1172	0.3008063777
1173	0.3006376118
1174	0.300475607
1175	0.3004112491
1176	0.3003025524
1177	0.3001015358
1178	0.30001423
1179	0.2999234497
1180	0.2997817647
1181	0.2995452562
1182	0.2993224151
1183	0.299274742
1184	0.2991076777
1185	0.2989309417
1186	0.2987119589
1187	0.2986512957
1188	0.2985642789
1189	0.2984071051
1190	0.2983209251
1191	0.298092492
1192	0.2979333138
1193	0.2977851685
1194	0.2976881066
1195	0.2975454373
1196	0.2974621992
1197	0.2971859136
1198	0.2969923296
1199	0.2969112294
1200	0.2968530336
1201	0.2968294179
1202	0.2965974664
1203	0.2964340332
1204	0.2963036188
1205	0.2962227058
1206	0.2961341909
1207	0.2959647607
1208	0.295890749
1209	0.2958430537
1210	0.29562565
1211	0.2955573061
1212	0.2954999814
1213	0.295350469
1214	0.2952410124
1215	0.2950906793
1216	0.2949524143
1217	0.2948974836
1218	0.2946899506
1219	0.2945761
1220	0.2944548862
1221	0.2943369561
1222	0.2940899663
1223	0.2939881933
1224	0.2938779938
1225	0.2937864665
1226	0.2937442858
1227	0.2936904614
1228	0.2935441655
1229	0.2934781332
1230	0.2934052495
1231	0.2932719642
1232	0.2931840872
1233	0.2930441373
1234	0.2928213264
1235	0.2926434963
1236	0.292516999
1237	0.2923554002
1238	0.2922089913
1239	0.2921631083
1240	0.2920981325
1241	0.2919882079
1242	0.2918323154
1243	0.2917682126
1244	0.2916054813
1245	0.2914088039
1246	0.2913424242
1247	0.2911598052
1248	0.2911353192
1249	0.291072387
1250	0.2909187958
1251	0.2907820155
1252	0.2907425699
1253	0.2906343341
1254	0.2905689964
1255	0.2904854963
1256	0.2903933491
1257	0.2902699938
1258	0.2902344199
1259	0.2901143593
1260	0.2900350847
1261	0.2899341236
1262	0.2897622404
1263	0.2895590356
1264	0.2894479449
1265	0.2893785783
1266	0.2892082248
1267	0.2890486238
1268	0.2888958249
1269	0.2888346317
1270	0.2888221729
1271	0.2887619587
1272	0.2887145713
1273	0.2885662545
1274	0.2884726898
1275	0.2883887729
1276	0.2883016595
1277	0.2882148266
1278	0.2881702196
1279	0.2879879745
1280	0.2879139469
1281	0.2879029887
1282	0.2876788686
1283	0.2875618666
1284	0.2874411428
1285	0.2873575154
1286	0.2872881093
1287	0.2871497958
1288	0.2870943273
1289	0.2869878967
1290	0.2868998072
1291	0.2867059803
1292	0.2865598371
1293	0.2863721418
1294	0.2862344688
1295	0.2861801963
1296	0.2861043622
1297	0.285882708
1298	0.2857517372
1299	0.2856303102
1300	0.2854399648
1301	0.28530304
1302	0.2852442489
1303	0.2851211522
1304	0.284928028
1305	0.284885325
1306	0.2848169751
1307	0.2846910075
1308	0.284565418
1309	0.2844503835
1310	0.2843204092
1311	0.2842458244
1312	0.2841027956
1313	0.2840066577
1314	0.2839098653
1315	0.2838917328
1316	0.2838630285
1317	0.2837563401
1318	0.2835611002
1319	0.2834144508
1320	0.28339054
1321	0.2832454038
1322	0.2831541389
1323	0.283095461
1324	0.2829308348
1325	0.2829187761
1326	0.2828114437
1327	0.2827490246
1328	0.2826362725
1329	0.2826153091
1330	0.2824891028
1331	0.2823695302
1332	0.282203274
1333	0.2822056346
1334	0.2820697462
1335	0.2819861179
1336	0.281954947
1337	0.281739087
1338	0.2816929176
1339	0.2816576386
1340	0.2815486977
1341	0.2813950844
1342	0.2813420268
1343	0.2813039989
1344	0.2811198042
1345	0.2810316571
1346	0.2809483849
1347	0.2808396312
1348	0.2807081975
1349	0.2806325258
1350	0.2805182335
1351	0.2803435888
1352	0.28028985
1353	0.2801976159
1354	0.2801422696
1355	0.279988235
1356	0.2798850713
1357	0.2797905042
1358	0.2796582154
1359	0.2795021519
1360	0.2794044945
1361	0.279334176
1362	0.2792489848
1363	0.2790775851
1364	0.2789745996
1365	0.2788469021
1366	0.2787650124
1367	0.2785948782
1368	0.2785108472
1369	0.27839682
1370	0.2783278558
1371	0.2783136932
1372	0.2782184296
1373	0.2780411518
1374	0.2779562482
1375	0.2778767662
1376	0.2777762463
1377	0.2776892701
1378	0.2775576934
1379	0.2774442525
1380	0.2773815015
1381	0.2772665885
1382	0.2771886225
1383	0.2770788497
1384	0.2769756417
1385	0.2769652951
1386	0.2768226529
1387	0.2767061087
1388	0.2766915268
1389	0.2765826875
1390	0.2764757995
1391	0.2763757136
1392	0.276245453
1393	0.2761190428
1394	0.2760549307
1395	0.2759914278
1396	0.2758747705
1397	0.2758768368
1398	0.2756933334
1399	0.2755766702
1400	0.2755385582
1401	0.2754084675
1402	0.2753328782
1403	0.275151314
1404	0.2749998059
1405	0.274870304
1406	0.2748603088
1407	0.2747647904
1408	0.2746569602
1409	0.2746023711
1410	0.2744560992
1411	0.2744028484
1412	0.2743534799
1413	0.2743104474
1414	0.2742123055
1415	0.2740996521
1416	0.2739432531
1417	0.2738951813
1418	0.2738085202
1419	0.2737832704
1420	0.273682483
1421	0.2736360435
1422	0.2735905888
1423	0.2735165389
1424	0.2734067696
1425	0.2732321547
1426	0.2731565668
1427	0.2730182187
1428	0.2728859025
1429	0.2728364463
1430	0.27283434
1431	0.272748438
1432	0.272678575
1433	0.272559911
1434	0.2724101497
1435	0.2723920105
1436	0.2723306537
1437	0.2722457261
1438	0.2721495136
1439	0.2720725167
1440	0.271929489
1441	0.2718477065
1442	0.2717091493
1443	0.2716217312
1444	0.2714206463
1445	0.2713287051
1446	0.2712272315
1447	0.271173405
1448	0.2710840791
1449	0.2710103844
1450	0.2709183265
1451	0.2708853483
1452	0.2708485112
1453	0.2707582812
1454	0.2706919088
1455	0.2706267827
1456	0.2705870363
1457	0.2704697441
1458	0.2704124161
1459	0.2703576305
1460	0.2702860252
1461	0.2700419257
1462	0.2699985672
1463	0.2698678596
1464	0.2697986894
1465	0.2697713044
1466	0.2695901275
1467	0.269506995
1468	0.2693943047
1469	0.2693196255
1470	0.2692297438
1471	0.2691446007
1472	0.2690572795
1473	0.2689381881
1474	0.2687435094
1475	0.2686565096
1476	0.2686151394
1477	0.2685330223
1478	0.2685043965
1479	0.2684024102
1480	0.2683548978
1481	0.2682687465
1482	0.2681223441
1483	0.2680419783
1484	0.268004969
1485	0.2678965873
1486	0.2677439311
1487	0.2676983342
1488	0.267677772
1489	0.267609949
1490	0.2675136756
1491	0.2674564616
1492	0.2673764334
1493	0.2673123343
1494	0.2671573902
1495	0.2671200264
1496	0.2671012264
1497	0.2670885247
1498	0.2669771856
1499	0.2669274111
1500	0.2669314675
1501	0.2668827658
1502	0.2668479641
1503	0.2667763808
1504	0.2666340758
1505	0.2665491249
1506	0.2664985936
1507	0.2664714485
1508	0.2664405041
1509	0.2663280932
1510	0.2661890777
1511	0.2660662225
1512	0.2659024074
1513	0.2658677357
1514	0.2656966278
