iter	Passed	Remaining
1294	82317	108379
1295	82389	108326
1296	82452	108262
1297	82521	108206
1298	82588	108146
1299	82650	108081
1300	82712	108016
1301	82781	107958
1302	82935	108013
1303	83083	108059
1304	83184	108044
1305	83256	107991
1306	83350	107966
1307	83442	107939
1308	83542	107921
1309	83625	107883
1310	83708	107844
1311	83788	107801
1312	83861	107749
1313	83941	107705
1314	84015	107655
1315	84074	107584
1316	84132	107512
1317	84202	107456
1318	84266	107392
1319	84330	107329
1320	84396	107268
1321	84462	107206
1322	84536	107156
1323	84662	107171
1324	84736	107120
1325	84800	107056
1326	84869	106998
1327	84940	106943
1328	85009	106885
1329	85072	106820
1330	85133	106752
1331	85195	106685
1332	85260	106623
1333	85317	106551
1334	85383	106489
1335	85445	106422
1336	85508	106358
1337	85571	106292
1338	85633	106226
1339	85692	106156
1340	85755	106091
1341	85820	106028
1342	85885	105965
1343	85957	105911
1344	86023	105850
1345	86099	105801
1346	86171	105747
1347	86243	105693
1348	86311	105633
1349	86381	105577
1350	86452	105522
1351	86517	105459
1352	86578	105392
1353	86641	105326
1354	86707	105264
1355	86780	105211
1356	86850	105155
1357	86918	105096
1358	86986	105036
1359	87052	104974
1360	87124	104920
1361	87192	104861
1362	87256	104797
1363	87324	104738
1364	87396	104684
1365	87465	104625
1366	87530	104562
1367	87596	104501
1368	87661	104438
1369	87725	104374
1370	87787	104307
1371	87840	104230
1372	87911	104174
1373	87982	104119
1374	88055	104065
1375	88119	104002
1376	88271	104041
1377	88356	104001
1378	88418	103934
1379	88488	103877
1380	88559	103821
1381	88623	103757
1382	88689	103696
1383	88755	103633
1384	88815	103564
1385	88870	103489
1386	88934	103425
1387	89002	103365
1388	89059	103293
1389	89124	103230
1390	89202	103182
1391	89273	103125
1392	89341	103066
1393	89408	103006
1394	89471	102940
1395	89539	102880
1396	89631	102848
1397	89702	102792
1398	89766	102727
1399	89833	102666
1400	89909	102616
1401	89975	102554
1402	90041	102492
1403	90109	102431
1404	90176	102371
1405	90242	102309
1406	90312	102251
1407	90381	102192
1408	90447	102130
1409	90526	102083
1410	90591	102019
1411	90670	101972
1412	90734	101908
1413	90802	101847
1414	90868	101785
1415	90936	101725
1416	91005	101666
1417	91067	101599
1418	91129	101533
1419	91192	101467
1420	91252	101399
1421	91314	101332
1422	91375	101264
1423	91436	101196
1424	91508	101140
1425	91577	101081
1426	91641	101017
1427	91708	100956
1428	91778	100898
1429	91845	100837
1430	91902	100765
1431	91964	100698
1432	92025	100630
1433	92110	100589
1434	92173	100523
1435	92234	100455
1436	92301	100394
1437	92363	100327
