iter	RMSE
325	0.7893113997
326	0.7885918349
327	0.7877325567
328	0.787075058
329	0.7864034433
330	0.7859850938
331	0.7852420617
332	0.7851906146
333	0.7842976917
334	0.7838023504
335	0.7830055192
336	0.7829555692
337	0.782272272
338	0.7822237801
339	0.7815302161
340	0.7807726015
341	0.7803006908
342	0.7798772382
343	0.7793281947
344	0.7786643115
345	0.7778869452
346	0.7771581837
347	0.7765467532
348	0.7760160178
349	0.7754379116
350	0.7753909889
351	0.7751282221
352	0.7747121883
353	0.7743521002
354	0.7735831856
355	0.7731696489
356	0.7731306025
357	0.7725720814
358	0.7718177866
359	0.7709157309
360	0.7708778183
361	0.7701349903
362	0.7694862907
363	0.7691395032
364	0.768225756
365	0.7676164355
366	0.7675791513
367	0.7670313953
368	0.7663662768
369	0.766330233
370	0.7656356114
371	0.7653467364
372	0.7645740766
373	0.7640417084
374	0.7633823876
375	0.7627249629
376	0.7620567359
377	0.7615159901
378	0.7607491768
379	0.7607132194
380	0.7604638875
381	0.7599671117
382	0.7596072033
383	0.7595721774
384	0.7589786991
385	0.7581911553
386	0.7577599629
387	0.7572022349
388	0.7566241197
389	0.7560864205
390	0.7556491233
391	0.7550508274
392	0.7547834892
393	0.7541930539
394	0.7534557322
395	0.7530969126
396	0.7524911251
397	0.7522660017
398	0.7517650003
399	0.7517310266
400	0.7509864159
401	0.7502489863
402	0.7498143516
403	0.7492232789
404	0.7486174855
405	0.7480680851
406	0.747655285
407	0.7472639175
408	0.7472185575
409	0.746822853
410	0.7464950011
411	0.7462476429
412	0.7456468064
413	0.7452135906
414	0.7448415752
415	0.7441134627
416	0.7436256771
417	0.7428066832
418	0.7421238391
419	0.7415632435
420	0.7409647539
421	0.7404133352
422	0.7399437959
423	0.7399102231
424	0.7394014727
425	0.738881172
426	0.7388463222
427	0.7382783081
428	0.7375061313
429	0.7369627254
430	0.7366459064
431	0.7366053462
432	0.7359021901
433	0.7354831137
434	0.7349992308
435	0.7344159624
436	0.7340114175
437	0.7336461638
438	0.7332337386
439	0.7326110683
440	0.7319907877
441	0.7313782907
442	0.7308830766
443	0.7302970295
444	0.7296905065
445	0.7292175199
446	0.7285025803
447	0.7279884928
448	0.7276633142
449	0.7276324016
450	0.7269096943
451	0.7263824227
452	0.7260786898
453	0.725480931
454	0.72518699
455	0.7248647876
456	0.7248361441
457	0.7241328691
458	0.7237674731
459	0.7233858823
460	0.7228982316
461	0.722331456
462	0.7219747251
463	0.7216078952
464	0.7210798031
465	0.7203589303
466	0.7196658633
467	0.7191467802
468	0.7185813232
469	0.7180069554
470	0.7175653535
471	0.7171593691
472	0.7169583988
473	0.716656762
474	0.7161372338
475	0.7154060243
476	0.7149646377
477	0.7145497174
478	0.7144019779
479	0.7140887719
480	0.7133520076
481	0.7129104316
482	0.7123570753
483	0.7118809689
484	0.7113222945
485	0.7109939545
486	0.710580163
487	0.7100220201
488	0.7093828624
489	0.7092479932
490	0.7090950681
491	0.7085463442
492	0.7085132956
493	0.7080244352
494	0.7075476659
495	0.7069167423
496	0.7065272728
497	0.7065001174
498	0.7058778046
499	0.7055795093
500	0.7055531759
501	0.7051767439
502	0.7047548868
503	0.7043174305
504	0.7038453277
505	0.7034989528
506	0.7031462963
507	0.7027669377
508	0.7021248452
509	0.7014180554
510	0.7009066023
511	0.7003333264
512	0.6998419474
513	0.6997425479
514	0.6993671304
515	0.6987811837
516	0.6982915809
517	0.6981600404
518	0.697723443
519	0.6973891652
520	0.6968618191
521	0.6965022145
522	0.6960265686
523	0.6955737403
524	0.6950405123
525	0.6945357244
526	0.694050359
527	0.693731398
528	0.6932963586
529	0.6928101295
530	0.6924254274
531	0.6919413159
532	0.6917088103
533	0.6912311168
534	0.6909506513
535	0.6908226981
536	0.6903972779
537	0.6900623514
538	0.6896976667
539	0.689194507
540	0.6889980146
541	0.6886827694
542	0.6882655272
543	0.6878915694
544	0.6872750243
545	0.6867068329
546	0.6860853385
547	0.6857244108
548	0.6853827253
549	0.6850054214
550	0.6846126395
551	0.6843307081
552	0.6839968898
553	0.6836594998
554	0.6833896962
555	0.6830706841
556	0.6826235227
557	0.6823130706
558	0.6819151729
559	0.6816613919
560	0.6813466816
561	0.6808228802
562	0.6802789372
563	0.6799193081
564	0.6793174811
565	0.6789400326
566	0.6786133526
567	0.6785889037
568	0.6782555829
569	0.6781648331
570	0.677589977
571	0.6771915405
572	0.6768723256
573	0.676377218
574	0.6760490226
575	0.6756616105
576	0.6751180908
577	0.6750950671
578	0.6750726626
579	0.6750508599
580	0.674744902
581	0.6744045343
582	0.674381967
583	0.6737956545
584	0.6733363272
585	0.6728193186
586	0.6723108721
587	0.6720204627
588	0.671736378
589	0.6715953738
590	0.6713655695
591	0.6711075502
592	0.6708696294
593	0.6706592577
594	0.6701309351
595	0.6699146797
596	0.6695663132
597	0.6692463682
598	0.668932636
599	0.6684160227
600	0.6679197635
601	0.667415749
602	0.6672651056
603	0.6672157585
604	0.6668102919
605	0.6667885986
606	0.6663554939
607	0.6660300637
608	0.6654946825
609	0.6649172858
610	0.6643527792
611	0.6640939094
612	0.6636257186
613	0.6631917756
614	0.6629624464
615	0.6625838981
616	0.6622923153
617	0.6620277264
618	0.6617571387
619	0.6616652049
620	0.6613180953
621	0.6610198269
622	0.6604637064
623	0.6601344114
624	0.6598926656
625	0.6594142555
626	0.6589177439
627	0.6585860057
628	0.6582039603
629	0.6580640756
630	0.6578521102
631	0.6574129385
632	0.6570343501
633	0.6567104439
634	0.6562363714
635	0.6557928999
636	0.6554879652
637	0.6550664702
638	0.6546646051
639	0.6543400981
640	0.6540047518
641	0.6537921335
642	0.6534353916
643	0.6531454885
644	0.6528514659
645	0.6526277526
646	0.6524103924
647	0.6521779529
648	0.6517218093
649	0.6514359397
650	0.6510447457
651	0.6506223066
652	0.650212274
653	0.6499916534
654	0.6498370265
655	0.6494197081
656	0.6491832285
657	0.6488044974
658	0.6484046302
659	0.6482972748
660	0.6478127819
661	0.647575851
662	0.6471474376
663	0.6470891153
664	0.6467887625
665	0.64676456
666	0.6465022707
667	0.6461679017
668	0.6460501103
669	0.6457116259
670	0.6456907425
671	0.6454599502
672	0.6451311012
673	0.6448256461
674	0.64435723
675	0.6440202449
676	0.643640465
677	0.6432115437
678	0.6428915858
679	0.6424998941
680	0.6421120273
681	0.641764351
682	0.6415941838
683	0.6414282404
684	0.6411884372
685	0.6408542751
686	0.640651116
687	0.6403031244
688	0.6399691169
689	0.63987117
690	0.6398095243
691	0.6397207176
692	0.6397004494
693	0.6396807141
694	0.6392179056
695	0.6388466309
696	0.6384046485
697	0.6382621929
698	0.6377906592
699	0.6375072074
700	0.6373242976
701	0.6370505816
702	0.6368537639
703	0.6367236265
704	0.636358882
705	0.6360728549
706	0.6357440615
707	0.635196627
708	0.6347328342
709	0.6343717373
710	0.6340958726
711	0.6338955765
712	0.6335160039
713	0.6334851107
714	0.632956435
715	0.6326901993
716	0.6323602447
717	0.6319934847
718	0.6315592808
719	0.6314206964
720	0.6310347924
721	0.6306662367
722	0.630461738
723	0.630225805
724	0.6298549607
725	0.6295708586
726	0.6293259967
727	0.6290916026
728	0.6286861828
729	0.6283869067
730	0.6279883662
731	0.6276031429
732	0.6272405014
733	0.626774402
734	0.626755838
735	0.6262245617
736	0.6262060747
737	0.6258532429
738	0.6256241526
739	0.6254717925
740	0.6251323857
741	0.6248972297
742	0.6244987144
743	0.6241901044
744	0.6237812049
745	0.6234843389
746	0.6234662063
747	0.6232245211
748	0.623118204
749	0.6231005422
750	0.6227065232
751	0.6223444779
752	0.622246187
753	0.6219067115
754	0.621687633
755	0.6211843001
756	0.6211671804
757	0.6208310576
758	0.6205830463
759	0.620213277
760	0.6198375022
761	0.6194551446
762	0.6191673151
763	0.6190621326
764	0.6187529773
765	0.6183777866
766	0.6180680586
767	0.6179716557
768	0.6178192218
769	0.6176494372
770	0.6173463175
771	0.6171951582
772	0.616790415
773	0.6164712457
774	0.6164540641
775	0.6162425881
776	0.6162280153
777	0.61585638
778	0.6154848533
779	0.6151454261
780	0.6147917705
781	0.6144504556
782	0.6140157536
783	0.6136747084
784	0.613658818
785	0.6134633862
786	0.613232708
787	0.6129637783
788	0.6126055103
789	0.6123432336
790	0.6123105222
791	0.6119627847
792	0.6116865996
793	0.6114788538
794	0.6110847247
795	0.6110688706
796	0.6109378462
797	0.6108895812
798	0.6106242105
799	0.6106088242
800	0.6103139171
801	0.6102989165
802	0.6102192665
803	0.609818499
804	0.6094722883
805	0.6091185849
806	0.6091039387
807	0.6089780368
808	0.6086427101
809	0.6084205318
810	0.6079731304
811	0.6078202733
812	0.6075404772
813	0.6072079679
814	0.6068913138
815	0.6066255093
816	0.6062832725
817	0.6059743581
818	0.6057289699
819	0.6055841449
820	0.6051582366
821	0.6048814539
822	0.6048271071
823	0.6045161161
824	0.6042149553
825	0.6040726062
826	0.6037853206
827	0.6035185879
828	0.6033247973
829	0.603311184
830	0.6030181493
831	0.6029114704
832	0.6026759865
833	0.602197146
834	0.6019245029
835	0.6015988344
836	0.6012270208
837	0.6009296189
838	0.6006595984
839	0.6002270652
840	0.5998845465
841	0.5998118409
842	0.5995043425
843	0.5993077178
844	0.599211039
845	0.5991679749
846	0.5989761713
847	0.5987342836
848	0.5987199852
849	0.5985642753
850	0.598302402
851	0.598015724
852	0.5978872473
853	0.5975432944
854	0.5972366527
855	0.5969711745
856	0.5967129225
857	0.596522055
858	0.5963122248
859	0.5961166981
860	0.5960711262
861	0.5956001163
862	0.5951601655
863	0.5949723541
864	0.5949584422
865	0.594588409
866	0.5943216202
867	0.5939627764
868	0.5937411019
869	0.5935604633
870	0.5932137037
871	0.5930333913
872	0.592893198
873	0.5927252717
874	0.5927120096
875	0.5923832279
876	0.5921273232
877	0.5919112124
878	0.5915205582
879	0.5913422887
880	0.5910600099
881	0.5908927891
882	0.5906757908
883	0.590327829
884	0.5903147924
885	0.5900120632
886	0.5899993146
887	0.5899472819
888	0.5898712452
889	0.589577333
890	0.5893508361
891	0.5890519099
892	0.5889078707
893	0.5885548721
894	0.5883655754
895	0.5880644339
896	0.5878052287
897	0.587676345
898	0.5873630783
899	0.5870843238
900	0.5869006332
901	0.5866355887
902	0.586306142
903	0.5860899576
904	0.5858953681
905	0.5855644913
906	0.5853838755
907	0.585049394
908	0.5848592832
909	0.5846106606
910	0.5842726813
911	0.5842618386
912	0.5840926098
913	0.5840818637
914	0.5838010329
915	0.5835976385
916	0.5834876372
917	0.5831640997
918	0.5827511122
919	0.5825016417
920	0.5823179855
921	0.5821125666
922	0.5818923058
923	0.5816600384
924	0.58144317
925	0.5813994808
926	0.5809136783
927	0.5806686263
928	0.580490577
929	0.5802495688
930	0.5801127141
931	0.5797820801
932	0.5797707089
933	0.5794033636
934	0.5791344966
935	0.5791241611
936	0.5789330404
937	0.5785878014
938	0.5782748496
939	0.5779541213
940	0.577575898
941	0.5772676955
942	0.5769741783
943	0.5765582703
944	0.5762961693
945	0.5760640841
946	0.5760179232
947	0.5757724812
948	0.5755758341
949	0.5753761022
950	0.5752042002
951	0.5750285288
952	0.5749026134
953	0.5746578509
954	0.5745851327
955	0.5742531565
956	0.5739957108
957	0.5739852572
958	0.5736828339
959	0.5734168109
960	0.5730672425
961	0.572815336
962	0.5725580812
963	0.5725483228
964	0.5723324919
965	0.5720646882
966	0.5718776837
967	0.5717243727
968	0.5714369615
969	0.5711912113
970	0.5708890745
971	0.5705995207
972	0.5702856322
973	0.5700001674
974	0.5697017557
975	0.5696575209
976	0.5695388633
977	0.5692954408
978	0.5690481834
979	0.5687898168
980	0.5686269287
981	0.5685164055
982	0.5682288647
983	0.567951741
984	0.5675304531
985	0.5672657044
986	0.5669181756
987	0.566687246
988	0.5664205079
989	0.5664116785
990	0.5662332747
991	0.5662248032
992	0.5660406115
993	0.565844766
994	0.5656200706
995	0.565569725
996	0.5652921106
997	0.5650934019
998	0.564970551
999	0.5645929539
1000	0.5645819943
1001	0.5644108693
1002	0.5641379028
1003	0.5638903396
1004	0.5638609988
1005	0.5636045363
1006	0.5633777344
1007	0.5632895922
1008	0.5630674698
1009	0.5629044318
1010	0.562649223
1011	0.562487729
1012	0.5624781982
1013	0.5623164664
1014	0.5618223446
1015	0.561560377
1016	0.5614396799
1017	0.5611573
1018	0.5609279884
1019	0.5606792042
1020	0.5606682896
1021	0.5603779202
1022	0.5601914062
1023	0.5600210915
1024	0.559784605
1025	0.5595548301
1026	0.5595450948
1027	0.5592806293
1028	0.5590404586
1029	0.5586589809
1030	0.5583584164
1031	0.5583490007
1032	0.5580889508
1033	0.5579161614
1034	0.5576123436
1035	0.5573904797
1036	0.5572020979
1037	0.5571920237
1038	0.557016515
1039	0.5568167226
1040	0.5565202561
1041	0.5563300329
1042	0.5560992578
1043	0.5557373767
1044	0.5554177426
1045	0.5550738705
1046	0.5547956874
1047	0.5545611188
1048	0.5542553331
1049	0.5540428614
1050	0.5537538337
1051	0.5535512058
1052	0.553287704
1053	0.5532402808
1054	0.5529383288
1055	0.5525945713
1056	0.5524325695
1057	0.5522549184
1058	0.5520019692
1059	0.5518264982
1060	0.5516169745
1061	0.5512769102
1062	0.5509040483
1063	0.5506192955
1064	0.5504285508
1065	0.5500901673
1066	0.5500805927
1067	0.5498847391
1068	0.5495369843
1069	0.5493513763
1070	0.5490827258
1071	0.5488903662
1072	0.5486280975
1073	0.5483845748
1074	0.5482102865
1075	0.5481762982
1076	0.5481194149
1077	0.5480201859
1078	0.5477508856
1079	0.5475490353
1080	0.547432573
1081	0.5471371027
1082	0.5468814371
1083	0.5467785243
1084	0.5467427145
1085	0.5467279601
1086	0.5466485093
1087	0.5465666531
1088	0.5463509007
1089	0.5461355544
1090	0.5458222115
1091	0.5456429941
1092	0.5455003254
1093	0.5452188177
1094	0.5451028283
1095	0.5450933785
1096	0.5447237832
1097	0.544503049
1098	0.5442739149
1099	0.5440848155
1100	0.5438820755
1101	0.5437202711
1102	0.5435129185
1103	0.5433117745
1104	0.5430123057
1105	0.542905769
1106	0.5426729589
1107	0.5425638044
1108	0.5424714952
1109	0.5423169692
1110	0.5420401096
1111	0.5419119767
1112	0.5416650833
1113	0.5414424545
1114	0.5412343058
1115	0.540857692
1116	0.5406942673
1117	0.5404379526
1118	0.5401387086
1119	0.5399702948
1120	0.5397637971
1121	0.5396651226
1122	0.5393887805
1123	0.5391749507
1124	0.5389984878
1125	0.5387770087
1126	0.5385884401
1127	0.5383648583
1128	0.5380148071
1129	0.5379160555
1130	0.537647132
1131	0.5373480011
1132	0.5370933886
1133	0.5368896581
1134	0.5366102352
1135	0.5363770982
1136	0.5360429172
1137	0.5358146397
1138	0.5356123452
1139	0.5354005358
1140	0.5352416114
1141	0.5348506768
1142	0.5346465606
1143	0.5344287655
1144	0.5344207729
1145	0.5342478591
1146	0.5340031572
1147	0.5338885424
1148	0.5336809015
1149	0.5335344425
1150	0.5334933399
1151	0.5332475039
1152	0.5330924088
1153	0.5328346887
1154	0.532813065
1155	0.5327882
1156	0.5325675319
1157	0.5323871025
1158	0.5321134636
1159	0.5319328827
1160	0.5318451241
1161	0.5316779698
1162	0.5313807251
1163	0.5313717411
1164	0.5311385181
1165	0.5310054001
1166	0.5309965913
1167	0.5308480159
1168	0.5306247626
1169	0.5306040781
1170	0.530431501
1171	0.5302293071
1172	0.5300842169
1173	0.5299001872
1174	0.529774348
1175	0.5296412983
1176	0.5293984619
1177	0.5293900493
1178	0.5292563265
1179	0.5291542747
1180	0.5290014593
1181	0.5288547328
1182	0.5286984897
1183	0.5284369239
1184	0.5284283172
1185	0.5280070544
1186	0.5278464182
1187	0.5277042618
1188	0.5276848187
1189	0.5276777257
1190	0.5274983898
1191	0.5274638527
1192	0.5272647098
1193	0.5271143182
1194	0.5268465785
1195	0.5268361269
1196	0.5268283591
1197	0.5266282719
1198	0.5263991298
1199	0.5262754961
1200	0.5260492283
1201	0.5257681413
1202	0.5256008226
1203	0.5253763304
1204	0.525213423
1205	0.5250201361
1206	0.5250105615
1207	0.5247376335
1208	0.5245824259
1209	0.5244398985
1210	0.5242185517
1211	0.5240508791
1212	0.5238187184
1213	0.5236120431
1214	0.5236040125
1215	0.5233064803
1216	0.5232708224
1217	0.5231351797
1218	0.5229752107
1219	0.522738826
1220	0.5226080876
1221	0.5225945035
1222	0.5225869384
1223	0.5222974465
1224	0.5221774648
1225	0.5219986459
1226	0.5217951558
1227	0.5216965542
1228	0.5213664995
1229	0.5213589036
1230	0.5211136612
1231	0.5211072389
1232	0.5208157766
1233	0.5206974687
1234	0.5206203755
1235	0.5205253643
1236	0.5202257379
1237	0.5200964851
1238	0.5200649975
1239	0.5199768671
1240	0.519739537
1241	0.5195608148
1242	0.5194084787
1243	0.5192467344
1244	0.5189852635
1245	0.5188115005
1246	0.5188037981
1247	0.518543749
1248	0.518390489
1249	0.5183721353
1250	0.5181834154
1251	0.5179708635
1252	0.5176596001
1253	0.5173818664
1254	0.5171816671
1255	0.5169028049
1256	0.5167757444
1257	0.5165170773
1258	0.5164022542
1259	0.516248998
1260	0.5160350696
1261	0.5158663095
1262	0.5157198551
1263	0.5154689814
1264	0.5152919493
1265	0.5150664869
1266	0.5148493721
1267	0.5146852812
1268	0.5145158664
1269	0.5143744718
1270	0.5140875376
1271	0.5139542374
1272	0.5137810781
1273	0.5136095537
1274	0.5133513255
1275	0.5132368735
1276	0.5129144629
1277	0.5127974152
1278	0.5126365286
1279	0.5125383833
1280	0.5125313838
1281	0.5123411444
1282	0.5122684458
1283	0.5120972456
1284	0.5119130882
1285	0.511789254
1286	0.5116254971
1287	0.511480113
1288	0.5113536654
1289	0.5113467672
1290	0.5113138952
1291	0.5111493815
1292	0.5109481121
1293	0.5107965423
1294	0.5106269349
1295	0.5103598174
1296	0.5101103225
1297	0.5098698498
1298	0.5096509266
1299	0.5093515327
1300	0.5091450599
1301	0.5089843817
1302	0.508975693
1303	0.5087281991
1304	0.5086285358
1305	0.508610591
1306	0.5086035572
1307	0.5084080091
1308	0.5084018941
1309	0.5082409126
1310	0.5081526466
1311	0.5078910909
1312	0.5077071354
1313	0.5074630196
1314	0.5072595964
1315	0.5069848245
1316	0.5067968181
1317	0.5065219787
1318	0.5063771298
1319	0.5062452172
1320	0.5060113107
1321	0.5058166784
1322	0.5058098348
1323	0.5056695537
1324	0.5053451508
1325	0.5052188291
1326	0.5052126033
1327	0.5050632496
1328	0.5048845385
1329	0.5047599327
1330	0.5046196961
1331	0.5046049646
1332	0.5043606129
1333	0.5041516565
1334	0.5039122439
1335	0.5036895625
1336	0.5035139054
1337	0.5032359804
1338	0.5029936476
1339	0.50279691
1340	0.5026400186
1341	0.5024766066
1342	0.5023200623
1343	0.5021656788
1344	0.5019451506
1345	0.5016206878
1346	0.501395219
1347	0.5010318349
1348	0.5008325676
1349	0.5006957151
1350	0.5004719458
1351	0.5002972468
1352	0.5000641323
1353	0.4998756619
1354	0.4996286138
1355	0.4994262631
1356	0.4992690168
1357	0.4990682609
1358	0.4989142192
1359	0.4987389269
1360	0.4986705612
1361	0.4984234159
1362	0.498202059
1363	0.4979757263
1364	0.4978209148
1365	0.4976913742
1366	0.4974876367
1367	0.4971936767
1368	0.4971693217
1369	0.4970932636
1370	0.496952057
1371	0.4967400479
1372	0.4966047189
1373	0.4964026835
1374	0.4962249417
1375	0.4959803126
1376	0.4958518451
1377	0.4956807154
1378	0.4954298526
1379	0.4952124237
1380	0.4952066217
1381	0.4949179828
1382	0.4946301538
1383	0.4944041598
1384	0.4942283177
1385	0.4940675569
1386	0.4938922251
1387	0.4937272668
1388	0.4935391706
1389	0.4935332125
1390	0.4934664639
1391	0.4932642632
1392	0.4929614196
1393	0.492734053
1394	0.4923958728
1395	0.4922975941
1396	0.4921319455
1397	0.4919241924
1398	0.4917440729
1399	0.4915653859
1400	0.4913581311
1401	0.4912602722
1402	0.4910767322
1403	0.4909624757
1404	0.4908986746
1405	0.490812146
1406	0.4906325332
1407	0.4904781466
1408	0.4902651744
1409	0.4900911066
1410	0.4898693916
1411	0.4896708407
1412	0.4893375141
1413	0.4891533134
1414	0.4890700209
1415	0.4889643069
1416	0.4886273137
1417	0.4883108567
1418	0.4881268833
1419	0.4879273294
1420	0.4878052566
1421	0.4876900264
1422	0.4876593036
1423	0.4875915899
1424	0.4873621775
1425	0.4870598006
1426	0.4869232781
1427	0.4869101838
1428	0.4866642757
1429	0.486492968
1430	0.48629478
1431	0.4861207178
1432	0.4859001472
1433	0.4857608782
1434	0.4855350377
1435	0.4854586927
1436	0.4852641675
1437	0.4850449096
1438	0.4848975468
1439	0.4847898882
1440	0.4845386481
1441	0.484400368
1442	0.4842506748
1443	0.4840029782
1444	0.4838008091
1445	0.4835337224
1446	0.4833992253
1447	0.4831470374
1448	0.4829141437
1449	0.4828217121
1450	0.4826413828
1451	0.4824941531
1452	0.4823920468
1453	0.4822482839
1454	0.4820730801
1455	0.4819360456
1456	0.4817185126
1457	0.4815169454
1458	0.4812799287
1459	0.481040407
1460	0.4807589253
1461	0.4806035362
1462	0.4805175928
1463	0.4803920156
1464	0.4802798508
1465	0.4801400968
1466	0.4799698062
1467	0.4799353755
1468	0.4797835507
1469	0.4797493632
1470	0.4796631346
1471	0.4794514047
1472	0.4792240746
1473	0.4790607635
1474	0.4789278531
1475	0.4787622313
1476	0.4785325893
1477	0.4783589693
1478	0.4783213289
1479	0.4781014209
1480	0.4779396785
1481	0.4777664995
1482	0.4776066453
1483	0.4775085388
1484	0.4774085398
1485	0.4771884004
1486	0.4770759269
1487	0.4768260702
1488	0.4765566848
1489	0.4763499109
1490	0.4761589773
1491	0.4759773015
1492	0.4758598849
1493	0.4758066706
1494	0.4756139877
1495	0.4754828276
1496	0.4753322587
1497	0.4751053737
1498	0.4750480327
1499	0.4749544422
1500	0.4748327594
1501	0.4748251213
1502	0.474695637
1503	0.4745880464
1504	0.4744731716
1505	0.4743049591
1506	0.4740768139
1507	0.473779146
1508	0.4736755075
1509	0.4735013036
1510	0.4734735413
1511	0.4732809328
1512	0.4730635154
1513	0.4729719871
1514	0.4726974259
1515	0.4724102381
1516	0.4724030411
1517	0.4722305981
