iter	Passed	Remaining
1049	4031	3647
1050	4034	3643
1051	4038	3639
1052	4042	3635
1053	4045	3630
1054	4049	3627
1055	4053	3623
1056	4057	3619
1057	4061	3616
1058	4064	3611
1059	4068	3607
1060	4071	3603
1061	4076	3600
1062	4079	3596
1063	4084	3592
1064	4088	3589
1065	4092	3585
1066	4095	3581
1067	4099	3577
1068	4103	3574
1069	4107	3570
1070	4111	3566
1071	4115	3562
1072	4118	3558
1073	4122	3554
1074	4126	3550
1075	4129	3546
1076	4132	3541
1077	4136	3537
1078	4140	3533
1079	4144	3530
1080	4147	3526
1081	4151	3522
1082	4155	3518
1083	4159	3514
1084	4162	3510
1085	4165	3506
1086	4169	3501
1087	4173	3497
1088	4177	3494
1089	4181	3490
1090	4185	3487
1091	4188	3482
1092	4192	3479
1093	4196	3474
1094	4199	3471
1095	4202	3466
1096	4206	3462
1097	4210	3458
1098	4213	3454
1099	4217	3450
1100	4221	3446
1101	4225	3443
1102	4229	3439
1103	4232	3435
1104	4236	3431
1105	4240	3427
1106	4244	3423
1107	4247	3419
1108	4251	3415
1109	4254	3411
1110	4258	3407
1111	4261	3403
1112	4265	3399
1113	4269	3395
1114	4273	3391
1115	4276	3387
1116	4280	3383
1117	4284	3380
1118	4288	3376
1119	4292	3372
1120	4295	3368
1121	4299	3364
1122	4302	3360
1123	4308	3357
1124	4311	3353
1125	4315	3349
1126	4318	3345
1127	4322	3341
1128	4326	3337
1129	4330	3333
1130	4333	3329
1131	4337	3325
1132	4341	3322
1133	4344	3317
1134	4348	3314
1135	4352	3310
1136	4356	3306
1137	4360	3302
1138	4363	3298
1139	4367	3294
1140	4370	3290
1141	4374	3286
1142	4378	3282
1143	4382	3278
1144	4385	3274
1145	4389	3270
1146	4392	3266
1147	4396	3262
1148	4400	3259
1149	4404	3255
1150	4407	3251
1151	4411	3247
1152	4415	3243
1153	4418	3239
1154	4422	3235
1155	4425	3230
1156	4428	3226
1157	4432	3223
1158	4436	3219
1159	4440	3215
1160	4443	3211
1161	4447	3207
1162	4451	3203
1163	4455	3199
1164	4458	3195
1165	4462	3191
1166	4465	3187
1167	4469	3183
1168	4473	3179
1169	4476	3175
1170	4480	3171
1171	4484	3167
1172	4487	3164
1173	4491	3160
1174	4495	3156
1175	4499	3152
1176	4503	3149
1177	4506	3144
1178	4510	3141
1179	4514	3137
1180	4518	3133
1181	4521	3129
1182	4525	3125
1183	4529	3121
1184	4532	3117
1185	4536	3113
1186	4540	3109
1187	4543	3105
1188	4547	3101
1189	4550	3097
1190	4554	3093
1191	4557	3089
1192	4561	3085
1193	4565	3081
1194	4569	3078
1195	4572	3073
1196	4575	3069
1197	4579	3065
1198	4583	3061
1199	4586	3057
1200	4590	3053
1201	4594	3050
1202	4597	3046
1203	4601	3042
1204	4605	3038
1205	4608	3034
1206	4612	3030
1207	4616	3026
1208	4620	3023
1209	4624	3019
1210	4627	3015
1211	4631	3011
1212	4635	3007
1213	4638	3003
1214	4641	2999
1215	4645	2995
1216	4649	2991
1217	4653	2987
1218	4657	2983
1219	4660	2979
1220	4664	2975
1221	4667	2971
1222	4670	2967
1223	4674	2963
1224	4678	2959
1225	4681	2955
1226	4685	2952
1227	4689	2948
1228	4693	2944
1229	4696	2940
1230	4700	2936
1231	4703	2932
1232	4707	2928
1233	4711	2924
1234	4714	2920
1235	4718	2916
1236	4721	2912
1237	4725	2908
1238	4729	2904
1239	4733	2900
1240	4736	2897
1241	4740	2893
1242	4744	2889
1243	4747	2885
1244	4751	2881
1245	4755	2877
1246	4759	2873
1247	4762	2869
1248	4766	2866
1249	4770	2862
1250	4773	2858
