Solute,Solvent,Num_Temps,RMSE_Known,RMSE_Synthetic,R2_Known,R2_Synthetic,R2_Holdout_Interp,R2_Holdout_Extrap
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CC(=O)OC(C)(C)C,10,0.4255123709005062,0.4228432101026326,-1.0,-0.9745096648127389,-1.0,-1.0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CC(=O)OC(C)C,10,0.27178279948630474,0.25887930416919824,-1.0,0.2416458175366396,-1.0,-0.8567624640850415
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CC(=O)OCC(C)C,10,0.32310560548395273,0.30960951550450133,-1.0,-0.05235009725155848,-1.0,-1.0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CCC(C)OC(C)=O,10,0.28405147254290486,0.2745704746695695,-1.0,0.1895294338805391,-1.0,-0.9671428646936304
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CCCCOC(C)=O,10,0.27307715630939094,0.26269834865263575,-1.0,0.26537969108980874,-1.0,-0.7712257354211232
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C),CCCOC(C)=O,10,0.17745243938053243,0.17307777621347126,-1.0,0.6744941116880236,-1.0,0.2735988484280907
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CC,CCCCCC,12,0.44884847530388045,0.4836676497768412,-1.0,-0.06433703992704731,-1.0,-0.5691452009047566
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC,CS(C)=O,8,0.46043740211770495,0.5165419533518286,-1.0,0.2338218094332274,-1.0,-0.18755376887265207
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2,CCCCOC(C)=O,8,0.33436733913348565,0.4466302926087738,-0.42688140987856626,0.47071621664183017,-1.0,0.36857067619874506
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2,ClCCl,8,0.1380988527164652,0.4017011234019089,0.837353084059546,0.7155672980565742,0.777263548497877,0.8271575743988843
CCCCCCCCCCCC(=O)O,CC(C)CCO,11,0.08700962206300002,0.266900654909312,0.8829658894864065,0.8078920377557912,0.39582442846754584,0.9191815651345503
CCCCCCCCCCCC(=O)O,CCCBr,15,0.49097702393361853,0.5250247763949157,-1.0,0.5401482678456206,-1.0,0.3356418573493911
CCCCCCCCCCCC(=O)O,CCCCCC,17,0.6358959608358634,0.8075174586676441,-1.0,0.4362936425830023,-1.0,0.3302854760388262
CCCCCCCCCCCC(=O)O,CCCCCCO,11,0.08324437147103514,0.2890371224217748,0.8965685486456589,0.7823233509031671,0.599183916143522,0.9045263237821063
CCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,15,0.4256990324556542,0.43015511579322246,-1.0,0.4062308959595129,-1.0,0.024887809679974504
CCCCCCCCCCCCCCCC(=O)O,CCCCCC,11,0.5103041723152989,0.8331694277599029,-0.27045377074324994,0.46064910928967673,-1.0,0.40312436482761815
CCCCCCCCCCCCCCCC(=O)O,CCCCCCC,11,0.5200010850313205,0.8896068805839439,-0.39087145853400984,0.36883534876063395,-1.0,0.4157111570477968
CCCCCCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,11,0.41647456009037837,0.49308838921360976,-1.0,0.3340904780213977,-1.0,-0.24341379119130924
CCCCCCCCCCCCCCCCCC(=O)O,CCCCCC,13,0.3668144193690373,0.877740158506096,0.6266982750507097,0.6004297355265524,0.001553198127442923,0.6994952352349908
CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC,13,0.3564646584788301,0.9841002738395995,0.6287903580708775,0.548723653530068,0.2250993814618727,0.6849686982942118
CCCCCCCCCCCCCCCCCC(=O)O,ClC=C(Cl)Cl,12,0.383716496482261,0.4882959010762486,-0.2002152581811807,0.65493621223419,-1.0,0.6296114336561394
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCO,8,0.34164115265299,0.8184071431577552,0.6784986925981367,0.6140812132914328,0.31381388678519384,0.7454703897436885
CCCCCCCCCCCCCCCc1cccc(O)c1,ClC(Cl)(Cl)Cl,7,0.12879090049954758,0.30744319837150147,0.22378338367416672,0.6229217228455506,-1.0,0.5214006172212959
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CC(C)(C)O,6,0.10940157641999611,0.3192644406102814,0.814105021056467,0.7311054694559855,,
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CC(C)CCO,10,0.1141777372628306,0.31799226635287137,0.9154974692320182,0.8638760402464035,0.5825773482925996,0.9399434006347676
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCC(C)O,10,0.21851960824089917,0.5983278897805471,0.8180600786593888,0.7062130021912898,0.45717446949009943,0.8154777762715992
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCCCC(CC)CO,10,0.461175280547487,0.5612665075986986,-0.4119139323015928,0.5498669247069177,-1.0,0.4325260881857208
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCCCCCC(C)O,10,0.41729455786888403,0.5192091559997505,-0.23900307513063979,0.582161474984755,-1.0,0.4586734423508866
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCCCCCCCO,10,0.1414130486394362,0.27396745293298225,0.8438600524719653,0.8755097468816944,-0.1004940222421069,0.9182914812406231
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCCCCCCO,10,0.184119264386955,0.3430522192295245,0.771055087171266,0.8198518705062243,-0.6735587346851446,0.8813371402534227
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,CCCCCCO,10,0.11768510175699255,0.40639001761123106,0.9291349952474426,0.8145283030722545,0.9248751783486097,0.9126603346733212
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C,OCCO,10,0.34025491432713195,0.4586423471169282,-0.33500648749781403,0.4845789550908074,-1.0,0.3558002460890832
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCCCCCCO,10,0.12061150308754968,0.36329676623163853,0.8897179939561822,0.7746044465457071,0.7864439960842335,0.8753573035573017
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCCCCCO,10,0.1342326653981617,0.3440909285484901,0.8570617756311253,0.7862361818860245,0.48222761509106427,0.8755274500472432
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCCCCO,10,0.1626502015961748,0.4488654534512029,0.8289272754387935,0.7075599326294418,0.5021537760018632,0.8090958420925488
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCCCOC(C)=O,10,0.24816444352986738,0.29987434611219166,0.23629028381318895,0.7493530559683651,-1.0,0.69793435332713
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCCOC(C)=O,10,0.2984191041503984,0.38391054994687857,-0.055054690137129825,0.6016418253167327,-1.0,0.482416383984302
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-,CCCOC(C)=O,10,0.2414047809812672,0.3672648602140563,0.43391734749236177,0.7027317389527669,-1.0,0.694358631702674
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2,OCCO,10,0.5036033077003218,0.5352901993328372,-1.0,-0.9241040985560531,-1.0,-1.0
CCCCc1c(O)n(-c2ccccc2)n(-c2ccc,CCCCCCO,9,0.28142391526543503,0.42985251893423215,0.37762511679159383,0.680384263843804,-1.0,0.7269858669349751
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O,CCCCOC(C)=O,9,0.4396606360310983,0.4384329581115172,-1.0,-0.017798564104216874,-1.0,-0.8567946911564295
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O,COC(C)(C)C,9,0.38643873282799024,0.39207753636698894,-1.0,0.04554170292039217,-1.0,-0.8182590546838757
CCCOC(=O)c1ccc(O)cc1,CCCCOC(C)=O,9,0.058427457476018956,0.03526368518344706,0.7732062115072944,0.9819444565483589,-0.577847630722127,0.9309245639494733
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2),CCCCCCCCO,9,0.16016835042236163,0.22097267289663447,-0.8038218401641974,0.24648044833102756,-1.0,-0.022475669557364908
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2),O=C1CCCCC1,9,0.5823750651237257,0.5034344157649178,-1.0,-1.0,-1.0,-1.0
CCCc1cc(=O)[nH]c(=S)[nH]1,CN1CCCC1=O,9,0.1435051932258821,0.21674367250334695,0.18736750209103303,0.5966264866230944,-1.0,0.5431038996760097
CCCc1cc(=O)[nH]c(=S)[nH]1,CS(C)=O,9,0.7337638667550503,0.7924741803334904,-1.0,-1.0,-1.0,-1.0
CCCc1cc(=O)[nH]c(=S)[nH]1,OCCO,9,0.0690032787955961,0.18656448772224052,0.8407200282860645,0.7456483972652905,0.8843741412998636,0.8075552950576048
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=,CN1CCCC1=O,8,0.9942895651982816,0.9646699194998052,-1.0,-1.0,-1.0,-1.0
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C,CC(C)(C)O,9,0.2079646941730105,0.24870643204424997,0.09362551487441395,0.711671407609583,-1.0,0.7261317994137023
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C,CCCCCC,10,0.3595469678382276,0.4717822727083823,-0.6052521863716749,0.3246937308640896,-1.0,0.15905404486716723
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C,CCCCCCC,9,0.5196581920229396,0.6397621187633479,-1.0,0.19045735354980087,-1.0,0.048056869080547626
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O,CCCCCCCCO,10,0.3818445827190832,0.47436199845895094,-1.0,-1.0,-1.0,-1.0
CCOC(=O)c1ccc(N)cc1,CC(C)CCO,13,0.08459982106134382,0.23702702785232654,0.9224542462338909,0.8668421421766059,0.9292857669957976,0.9048462624943465
CCOc1ccc(NC(C)=O)cc1,c1ccccc1,11,0.26107563000827216,0.37995565551607546,0.4723131195470808,0.7353201417121442,-1.0,0.7355017237186426
CCOc1ccccc1C(N)=O,CCC(C)O,9,0.07402032345640858,0.2157453786007648,0.9253299644275857,0.8612209482692101,0.8346295198471761,0.9332526542994165
CCOc1ccccc1C(N)=O,CCCCOC(C)=O,9,0.41888663605828863,0.4214952294824349,-1.0,0.18439125030733106,-1.0,-0.41815284090275506
CCOc1ccccc1C(N)=O,CCCOC(C)=O,9,0.23437885164157604,0.26493069584755485,-0.1927381078488717,0.6654270609082207,-1.0,0.5401927204657836
CCOc1ccccc1C(N)=O,CCOC=O,9,0.7911982512212304,0.7061445521019193,-0.3068476811756433,-1.0,0.7458829461208891,-1.0
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC,OCCO,10,0.40246164721642985,0.44613133876572003,-1.0,-0.0814126868913998,-1.0,-0.604281881941289
CCc1ccc(C(=O)c2ccccc2C(=O)O)cc,CCOC=O,9,0.7050791750749726,0.7763552899290099,-1.0,-0.9673176088947806,-1.0,-1.0
CCc1ccc(C(=O)c2ccccc2C(=O)O)cc,CN1CCCC1=O,7,0.36629353241960144,0.36382351662296114,-1.0,-1.0,-1.0,-1.0
CCc1ccc(C(=O)c2ccccc2C(=O)O)cc,c1ccccc1,8,0.2944544475605098,0.4744601109951717,0.6966898583419514,0.6221240599647895,0.42199207175507447,0.6957234123101546
CCc1ccc(N=C2NCCC3(CCCCC3)S2)cc,CCCCCC,5,1.5037152624479526,1.4912072457041443,-1.0,-1.0,,
CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,5,1.9836100142104947,1.9792358442553242,-1.0,-1.0,,
CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,5,0.20527615984552192,0.2098623478521003,-1.0,0.02037992995037452,,
CCn1c2ccccc2c2cc(N3C=C(c4ccccc,CCC(C)O,10,0.24436062942502085,0.3800808296548826,0.6293327092023795,0.6934772598724814,-1.0,0.7154400121671138
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3,CCCCCCCCO,9,3.1949009155889954,3.285919486033569,-1.0,-1.0,-1.0,-1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3,CCCCCCCCO,9,2.8224698115459805,2.756943207493332,-1.0,-1.0,-1.0,-1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3,CCCCCCCCO,9,1.2582317037384276,1.2100156079890134,-1.0,-1.0,-1.0,-1.0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCN,CCCCCCCCO,9,2.4857578264771543,2.4660382330740074,-1.0,-1.0,-1.0,-1.0
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O,CCCCCC,9,0.0924384772452403,0.08533045742624806,0.40408912921533047,0.8879073179706586,-1.0,0.600077942815993
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O,CCCCCCCCO,9,0.5465913550859692,0.5830253315335747,-1.0,-1.0,-1.0,-1.0
CN(C)CCn1[nH]nnc1=S,CCC(C)O,11,0.4141802543142843,0.36380053563057746,-1.0,0.35430552378944946,-1.0,0.008343754869858722
CN(C)Cc1c[nH]c2ccccc12,CCC(C)O,9,0.9718551291905262,1.1634341827386414,-1.0,-0.9489276427547275,-1.0,-1.0
CN(C)Cc1c[nH]c2ccccc12,CCCC(C)O,9,0.7724642730967843,0.9741359109204769,-1.0,-0.7280016673970167,-1.0,-1.0
CN(C)Cc1c[nH]c2ccccc12,CCCCCCCCO,9,0.531139924812469,0.41718239368635424,-1.0,-0.44634928605936364,-1.0,-1.0
CN(C)Cc1c[nH]c2ccccc12,CCCCOC(C)=O,9,1.1526141578074909,1.2139351924769812,-1.0,-1.0,-1.0,-1.0
CN(C)Cc1c[nH]c2ccccc12,COC(C)(C)C,9,1.820560903162065,1.8319381184802233,-1.0,-1.0,-1.0,-1.0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl),CC(O)CO,5,0.2922975337259808,0.3619798337877211,-1.0,0.4162688646536181,,
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl),CN1CCCC1=O,5,0.39694960333674423,0.3924086128282051,-1.0,-1.0,,
CN1C(C(=O)Nc2ccccn2)C(=O)c2scc,CC(O)CO,5,0.04241599082430488,0.05156242877317958,0.870981902568724,0.9592289243695415,,
CN1C(C(=O)Nc2ccccn2)C(=O)c2scc,CCC(C)O,5,0.16364015921473057,0.24071514172627625,0.430955168161797,0.7341194183984865,,
CN1C(C(=O)Nc2ccccn2)C(=O)c2scc,CCOCCOCCO,5,0.5404201976536153,0.5474320824974024,-1.0,-1.0,,
CN1C(C(=O)Nc2ccccn2)C(=O)c2scc,OCCO,5,0.044482942045948506,0.09539661872275716,0.823417580974577,0.8184332592867595,,
CN1CC(=O)N2C(CC3c4ccccc4NC3C2C,CC(O)CO,6,0.10860944167367027,0.2150685039010044,0.7707130932480183,0.7189249134796858,,
CN1CC(=O)N2C(CC3c4ccccc4NC3C2C,CCOCCOCCO,6,0.7481775256839895,0.7857329977167954,-1.0,-1.0,,
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc2,CS(C)=O,9,1.4443174619589578,1.3870500852656962,-1.0,-1.0,-1.0,-1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CC(C)CCO,10,0.06294009566056741,0.10281114570839511,0.735988132607703,0.8402201362953791,0.5617627322980279,0.7718208154568515
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCC(C)O,10,0.1296155497960911,0.18733321092034338,-0.43399440104854214,0.32143202524845293,-1.0,0.07459938418307133
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCCCCOC(C)=O,10,0.24709353042178048,0.24508149762329962,-1.0,0.10599374235685388,-1.0,-0.5717707135424388
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCCCOC(C)=O,10,0.20923659964476796,0.1935324220110296,-1.0,0.4423755905282932,-1.0,-0.057439732314613634
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCCOC(C)=O,10,0.12099834325353388,0.11225429525583187,0.10818552705619944,0.823355977163381,-1.0,0.6639091599256711
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCCOCCO,10,0.4192466652284929,0.42476558578294227,-1.0,-1.0,-1.0,-1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCOC=O,10,0.3767572524807489,0.37761902464196706,-1.0,-1.0,-1.0,-1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,CCOCCO,10,0.5230136147900508,0.531405442215839,-1.0,-1.0,-1.0,-1.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3cccc,COCCO,10,0.28204615174777165,0.2940741422803288,-1.0,-1.0,-1.0,-1.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O),CCC(C)(C)O,9,0.1416603926193223,0.13888892277376846,0.35024632881735074,0.8616900778291317,-1.0,0.760007867471025
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CC(=O)N(C)C,10,0.4525935326048954,0.45323450441912344,-1.0,-1.0,-1.0,-1.0
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CC(=O)O,7,0.7715197295620944,0.8485181676460318,-1.0,-1.0,-1.0,-1.0
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CCC(=O)O,10,0.16550295802641418,0.3830385830552926,0.7547042270193047,0.7015040058149511,-0.11653027899145862,0.7739341368957477
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CCOCCO,10,0.42651301546408177,0.39185845473714953,-1.0,0.25859516535545746,-1.0,-0.32131906489265183
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CN1CCCC1=O,10,0.6298689695305633,0.6337469432235374,-1.0,-1.0,-1.0,-1.0
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,COCCO,10,0.39814053585317427,0.3989925799729704,-1.0,0.2359514596905814,-1.0,-0.29010122326705345
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,CS(C)=O,8,0.6841596913835346,0.7295188443436318,-1.0,-1.0,-1.0,-1.0
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](,ClCCl,8,0.5859630089452761,0.5070043357650037,-1.0,-1.0,-1.0,-1.0
CN1c2ccccc2C(=O)N2CCc3c([nH]c4,CCCCC,5,1.211350740246012,1.3157905915992858,-1.0,-1.0,,
CN1c2ccccc2C(=O)N2CCc3c([nH]c4,CCCCCC,5,1.4725848481802233,1.50620949663509,-1.0,-1.0,,
CN1c2ccccc2C(=O)N2CCc3c([nH]c4,CCOCC,5,1.1066279183411867,1.1686642427305438,-1.0,-1.0,,
CN1c2ccccc2C(=O)N2CCc3c([nH]c4,ClCCl,5,0.32772116856604977,0.3004162836488142,-1.0,-1.0,,
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(=O)CC(C)=O,10,0.33428838424069995,0.3035357221565017,-1.0,-0.12846525936812347,-1.0,-0.9322062107086926
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,10,0.9730850511828116,0.9280553267156993,-0.3431183217552032,-1.0,-1.0,-1.0
CNc1nc(C)nc(OC)n1,OCCO,10,0.0825666503858124,0.07515870430960968,0.6596842359039121,0.9367503243254448,-1.0,0.8255725375578987
COC(=O)C(C)(C)N=NC(C)(C)C(=O)O,CCOCC,15,0.07977497564702403,0.2957392923719197,0.9251520145954635,0.805414687677561,0.9127310980388984,0.9203126999395488
COC(=O)C(C)(C)N=NC(C)(C)C(=O)O,ClC(Cl)(Cl)Cl,14,0.08700292038928915,0.22281061935278168,0.8812304047540421,0.8631522347046315,0.7734223928190964,0.9821344443626959
COC(=O)C(C)(C)N=NC(C)(C)C(=O)O,ClCCl,15,0.42157330327775716,0.36503253843557293,-1.0,-0.5592607929474458,-1.0,-1.0
COC(=O)C(N)c1ccc(O)cc1,CC(=O)OC(C)C,9,0.7531504606750378,1.0537862643389433,-1.0,-0.050481869427492,-1.0,-0.45254427947851683
COC(=O)C(N)c1ccc(O)cc1,CCCCOC(C)=O,9,1.0106969214005652,1.1187646620708624,-1.0,-0.9238985367098229,-1.0,-1.0
COC(=O)C(N)c1ccc(O)cc1,CCCOC(C)=O,9,0.5569978935784299,0.9427903776109493,-0.19478110871281995,0.25602381056484336,-1.0,0.11116415228123844
COC(=O)C1C2CC3c4[nH]c5cc(OC)cc,CC(O)CO,5,0.6702330926522755,0.638161461953598,-1.0,-1.0,,
COC(=O)C1C2CC3c4[nH]c5cc(OC)cc,CCOCCOCCO,5,0.31071002681999194,0.34789855377953843,-1.0,-1.0,,
COC(=O)C1C2CC3c4[nH]c5cc(OC)cc,OCCO,5,0.0827555278936658,0.10327119832540917,0.6869512187114759,0.7841338018192672,,
COC(=O)C=CC(=O)OC,CC(O)CO,12,0.8148728137507307,1.360394149542694,-0.36835029591974977,0.23441208886455944,-1.0,0.04702885544511526
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CC(C)(C)O,5,0.2547167057711613,0.5127411235253029,0.1533327706836184,0.5172205726342398,,
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CCC(C)(C)O,5,0.28659656046567816,0.5318295778578369,-0.16365014122604649,0.4478806581590492,,
COC(=O)C=Cc1cc(OC)c(O)c(OC)c1,CCCCCC,5,1.2023377478229658,1.1686380165986536,-1.0,-1.0,,
COC(=O)C=Cc1ccc(O)c(OC)c1,CC(C)(C)O,5,0.5662369374796531,0.5785955544306147,-1.0,-1.0,,
COC(=O)C=Cc1ccc(O)c(OC)c1,CCC(C)(C)O,5,0.5351204952965579,0.5514687371082816,-1.0,-1.0,,
COC(=O)C=Cc1ccc(O)c(OC)c1,CCCCCC,5,0.9336340277739537,0.9238835862522732,-1.0,-1.0,,
COC(=O)C=Cc1ccc(O)cc1,CC(C)(C)O,5,0.14810173704955676,0.18722940694296447,-1.0,0.2325313110958901,,
COC(=O)C=Cc1ccc(O)cc1,CCC(C)(C)O,5,0.12699219594806976,0.16488516944109027,-1.0,0.4832849876170615,,
COC(=O)C=Cc1ccc(O)cc1,CCCCCC,5,2.628586323976614,2.6189328235927136,-1.0,-1.0,,
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)c,CN1CCCC1=O,11,0.04491534199214918,0.11314613781153794,0.9520308848745577,0.9273051727181689,0.7651833754864181,0.9592499276364173
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)c,CS(C)=O,9,1.1085557743414,1.19136534794158,-1.0,-1.0,-1.0,-1.0
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2,OCCO,10,0.11253787627573686,0.2829392671713714,0.8705639151395878,0.8169193591248213,0.3581138881866278,0.886727559429793
COC(=O)c1c(C)cc(O)c(C)c1O,CC(C)CCO,6,0.11469418857626043,0.13074883751678862,0.3494507267445628,0.5842502765496949,,
COC(=O)c1ccc(C(=O)OC)cc1,CC(=O)OC(C)C,9,0.0988458840728122,0.133971128136082,0.7347391601387454,0.8935619295415651,-0.6465608505218989,0.8874536186035995
COC(=O)c1ccc(C(=O)OC)cc1,CCC(=O)OC,9,0.10439116311495811,0.16017482637883382,0.704162383662724,0.8485593815000159,-0.9429412293207913,0.8625711315434217
COC(=O)c1ccc(C(=O)OC)cc1,CCCCCOC(C)=O,9,0.1861406104038711,0.23028505265997562,0.1976640933134145,0.7332246540596964,-1.0,0.636844334451737
COC(=O)c1ccc(C(=O)OC)cc1,CCCCOC(C)=O,9,0.1254635313656678,0.17525781006342456,0.6116560420568218,0.8348675161294355,-1.0,0.8197967749464041
COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,9,0.028446403873690563,0.10991200877740194,0.9782695993667974,0.929349108327807,0.9349950247371491,0.9831087823714352
COC(=O)c1ccc(C(=O)OC)cc1,O=C1CCCCC1,9,0.34612169021327754,0.40286377808554347,-1.0,0.2758128063321811,-1.0,-0.15794457850915822
COC(O)=c1cc(O)c(=C(O)OC)cc1O,COC(=O)CCC(=O)OC,10,1.6041965887410214,2.528342798392478,-1.0,-0.3900522056838083,-0.542760626816476,-1.0
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(O,CC(=O)N(C)C,13,0.044473310119324226,0.12444220137704315,0.8200300014269697,0.6599738847687484,0.8368420261673974,0.7762689508824753
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(O,CN1CCCC1=O,13,0.1850177971492042,0.30037908916637707,-1.0,-1.0,-1.0,-1.0
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(O,CS(C)=O,13,0.13059218303371475,0.22775861895277758,-0.2857076355563748,0.01969915241670317,-1.0,0.0461793066818833
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(O,ClCCCl,9,0.27969998877326546,0.38061122128806363,-1.0,-1.0,-1.0,-1.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O),CC(=O)O,10,1.6214598864253773,1.681921310667325,-1.0,-1.0,-1.0,-1.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O),ClCCl,7,0.7552856065818474,0.765393334257301,-1.0,-1.0,-1.0,-1.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O,ClCCl,11,1.5755666392618677,2.2468760423677363,-0.8199176602738178,-0.26166841288868325,-1.0,-0.4209452435634935
COCCOC(=O)C1=C(C)N=C(C)C(C(=O),CC(C)CCO,9,0.035760852850460156,0.07171710359768556,0.9452077831351465,0.9520170032889846,0.7488134802913351,0.9656570317733862
COCCOC(=O)C1=C(C)N=C(C)C(C(=O),CCC(C)O,9,0.16184868994804802,0.14449991632510964,-1.0,0.59258784617086,-1.0,-0.03315767487876231
COCCOC(=O)C1=C(C)N=C(C)C(C(=O),CCOC=O,9,0.45938052340226687,0.4774143591460226,-1.0,-1.0,-1.0,-1.0
COCCOC(=O)C1=C(C)N=C(C)C(C(=O),O=C1CCCCC1,9,0.13061133314811874,0.1248847649992613,-0.04491396277374915,0.7919000004974409,-1.0,0.5747899878904446
CON=C(C(=O)O)c1csc(N)n1,OCCO,5,0.7249502356073495,0.6740251034316544,-1.0,-1.0,,
CON=C(C(=O)Sc1nc2ccccc2s1)c1cs,CC(C)CCO,6,0.19979818631205962,0.3000870413976173,-0.20270888231072504,0.5096344088542104,,
CON=C(C(=O)Sc1nc2ccccc2s1)c1cs,ClCCCl,6,0.6445907351266387,0.7403862801568607,-1.0,-1.0,,
CON=C(C(=O)Sc1nc2ccccc2s1)c1cs,ClCCl,6,0.21327982812041296,0.24040540214009878,-0.23712196452383671,0.7307744176064332,,
COP(=O)(NC(C)=O)SC,ClCCl,8,0.7366901067141327,0.7299791732509807,-1.0,-1.0,-1.0,-1.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=,CC(O)CO,9,0.4552585512890377,0.5756517765438554,-1.0,-0.2648289370215364,-1.0,-0.8281896497366876
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=,CS(C)=O,6,0.519833755372194,0.5217355403866077,-1.0,-1.0,,
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C,CC(O)CO,5,0.9730048166804374,0.9934798345446555,-1.0,-1.0,,
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C,CCC(C)O,5,0.22380555477122155,0.2356229173542893,-1.0,-1.0,,
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C,CCOCCOCCO,5,1.1881693335299632,1.190836587487878,-1.0,-1.0,,
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C,CS(C)=O,5,0.8674343671006559,0.8891621873261262,-1.0,-1.0,,
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C,OCCO,5,0.8330228060433803,0.8807529629598291,-1.0,-1.0,,
COc1cc(C(=O)O)cc(OC)c1O,CCC(C)O,9,0.21653066197478554,0.25448014037250716,-0.032921532917104424,0.689191650894239,-1.0,0.558467505903351
COc1cc(C(=O)O)cc(OC)c1O,CCCCCCO,9,0.027084468006790385,0.05158700772204086,0.9814410377220337,0.9851823637342184,0.8614595817182171,0.9942543850198934
